IDNAME,RA,Dec,z,LookbackTime,SFR,F250,NAME_IAU,Feature
G15.DR1.14478,220.935349,0.40515399,2.50120831,11.0322599,3566.67627,0.032138,HATLAS J144344.4+002418,-
G15.DR1.14479,215.84166,0.553366005,1.36696863,8.99124718,1102.07727,0.044867,HATLAS J142321.9+003312,-
G15.DR1.14482,220.423645,0.252447009,0.893897831,7.29013491,319.096863,0.032813,HATLAS J144141.6+001508,-
G15.DR1.14483,215.931168,-0.969555974,0.102190003,1.31299472,6.1137023,0.042572,HATLAS J142343.4-005810,-
G15.DR1.14484,219.880264,0.56099999,0.151030004,1.87883055,11.3998928,0.037228,HATLAS J143931.2+003339,-
G15.DR1.14485,217.797852,-0.34168601,0.655477583,6.04485846,168.139313,0.032429,HATLAS J143111.4-002030,-
G15.DR1.14486,218.012177,0.105966002,1.01678896,7.81462526,420.588501,0.032936,HATLAS J143202.9+000621,-
G15.DR1.14488,220.401169,0.633103013,1.16784537,8.37314987,550.372009,0.031871,HATLAS J144136.2+003759,-
G15.DR1.14489,214.638123,-0.158914998,2.3077352,10.7988815,2928.91846,0.032899,HATLAS J141833.1-000932,-
G15.DR1.14490,218.392059,0.831547976,2.07299924,10.4678164,2724.8855,0.040524,HATLAS J143334.0+004953,-
G15.DR1.14494,219.809967,-0.173335999,1.35418546,8.95506096,1035.50647,0.043032,HATLAS J143914.3-001024,-
G15.DR1.14496,214.244476,0.262263,1.91173124,10.2032642,1813.44922,0.033125,HATLAS J141658.6+001544,-
G15.DR1.14498,216.645355,1.38270998,0.318940014,3.56786227,41.5301514,0.032391,HATLAS J142634.8+012257,-
G15.DR1.145,221.831665,-0.957718015,0.0344300009,0.463193953,6.40373898,0.237825,HATLAS J144719.5-005727,-
G15.DR1.14501,220.255234,0.101378001,0.10213168,1.31229568,4.74117422,0.033055,HATLAS J144101.2+000604,-
G15.DR1.14504,213.220718,1.35380697,0.707832277,6.34796,240.977081,0.039864,HATLAS J141252.9+012113,-
G15.DR1.14507,216.988525,0.0779260024,1.3078568,8.8201046,924.288025,0.041574,HATLAS J142757.2+000440,-
G15.DR1.14508,214.174515,-0.516200006,1.66096818,9.71626472,1512.34058,0.038999,HATLAS J141641.8-003058,-
G15.DR1.14509,220.299057,1.03225398,1.53643358,9.43249989,1049.71741,0.032563,HATLAS J144111.7+010156,-
G15.DR1.1451,218.426971,-0.800121009,0.0562000014,0.744867682,4.24617243,0.095106,HATLAS J143342.4-004800,-
G15.DR1.14512,213.535431,-0.697417974,0.727247,6.45578337,274.743317,0.04306,HATLAS J141408.5-004150,-
G15.DR1.14514,213.51297,-0.746648014,0.417010009,4.39833784,91.0883026,0.042659,HATLAS J141403.1-004447,-
G15.DR1.14517,221.138977,-0.257890999,1.55666697,9.48075199,1097.63086,0.033015,HATLAS J144433.3-001528,-
G15.DR1.14519,220.669113,0.101737,3.00545669,11.5153456,6105.30615,0.03213,HATLAS J144240.5+000606,-
G15.DR1.14520,220.354095,0.445464998,2.01915407,10.3831844,2013.41125,0.032038,HATLAS J144124.9+002643,-
G15.DR1.14523,217.466278,-0.850908995,0.333460003,3.69741106,56.8636589,0.040783,HATLAS J142951.9-005103,-
G15.DR1.14528,217.822006,0.625744998,0.229849994,2.71785116,23.2528439,0.033908,HATLAS J143117.2+003732,-
G15.DR1.14529,215.013992,-0.131801993,0.851288974,7.0912981,293.13208,0.033342,HATLAS J142003.3-000754,-
G15.DR1.1453,218.444061,0.227485001,0.353402287,3.87148547,140.841675,0.090499,HATLAS J143346.5+001338,-
G15.DR1.14530,217.694397,-0.629724979,2.02787375,10.3971672,2069.52246,0.032567,HATLAS J143046.6-003747,-
G15.DR1.14531,217.93898,0.155328006,3.14747,11.6259966,7235.9707,0.032894,HATLAS J143145.3+000919,-
G15.DR1.14533,219.362869,-0.138972998,0.472169012,4.82262373,118.249664,0.043373,HATLAS J143727.0-000820,-
G15.DR1.14536,216.648758,-0.832908988,0.0119512957,0.163306698,0.0900837779,0.043709,HATLAS J142635.7-004958,-
G15.DR1.14537,219.8815,-0.0526480004,2.13586473,10.5622759,3008.72803,0.041423,HATLAS J143931.5-000309,-
G15.DR1.14538,214.542557,0.359313011,0.345609993,3.80398846,51.6136436,0.034493,HATLAS J141810.2+002133,-
G15.DR1.14540,212.609467,0.110912003,0.12721929,1.60760975,9.60085297,0.043798,HATLAS J141026.2+000639,-
G15.DR1.14544,213.874634,0.470569998,0.384070009,4.13075161,60.6119194,0.033257,HATLAS J141529.9+002814,-
G15.DR1.14547,215.923553,0.106687002,0.4744533,4.83957338,116.666588,0.042542,HATLAS J142341.6+000624,-
G15.DR1.14548,219.447342,1.26553094,4.42489433,12.3141623,28999.2266,0.036375,HATLAS J143747.3+011555,-
G15.DR1.14549,219.651932,1.06416905,0.322986007,3.60420275,45.1624336,0.034435,HATLAS J143836.4+010351,-
G15.DR1.14550,216.412567,0.168334007,2.17953873,10.6253071,3336.63989,0.043594,HATLAS J142539.0+001006,-
G15.DR1.14551,213.70192,1.33859599,2.1459856,10.5770569,2416.20215,0.032854,HATLAS J141448.4+012018,-
G15.DR1.14555,221.754288,0.164959997,0.565460026,5.47813559,161.040894,0.041644,HATLAS J144701.0+000953,-
G15.DR1.14556,214.684708,1.02335501,0.753245413,6.59645653,248.870056,0.036357,HATLAS J141844.3+010124,-
G15.DR1.14558,213.960464,-0.182320997,0.925233543,7.4304986,464.697784,0.044431,HATLAS J141550.5-001056,-
G15.DR1.14559,214.234787,0.00909299962,2.05516171,10.4401903,2215.72119,0.033701,HATLAS J141656.3+000032,-
G15.DR1.14561,213.404343,0.227351993,0.341949999,3.77205038,62.5079498,0.042831,HATLAS J141337.0+001338,-
G15.DR1.14564,221.079193,0.201323003,1.8793112,10.145853,1657.56372,0.031599,HATLAS J144419.0+001204,-
G15.DR1.14565,216.461456,1.20434201,0.995983124,7.73058987,425.017212,0.03475,HATLAS J142550.7+011215,-
G15.DR1.14566,212.981598,0.0622400008,0.0,0.0,0.0,0.042057,HATLAS J141155.5+000344,-
G15.DR1.14568,216.731934,-0.375611007,1.76623762,9.93323135,1953.90063,0.043412,HATLAS J142655.6-002232,-
G15.DR1.14569,216.799805,0.945824027,0.38962701,4.17667437,60.8244743,0.03246,HATLAS J142711.9+005644,-
G15.DR1.14571,217.815231,0.413702011,0.160510004,1.98443532,10.9780111,0.032109,HATLAS J143115.6+002449,-
G15.DR1.14574,214.944321,-0.380362988,0.971108079,7.62769365,374.170532,0.032301,HATLAS J141946.6-002249,-
G15.DR1.14578,217.613739,0.495492011,1.13379562,8.25467491,542.317749,0.033516,HATLAS J143027.2+002943,-
G15.DR1.14580,213.753815,0.372022003,0.560953379,5.44815636,161.637985,0.042401,HATLAS J141500.9+002219,-
G15.DR1.14581,216.959824,1.15910196,0.617326975,5.8120203,158.556686,0.034437,HATLAS J142750.3+010932,-
G15.DR1.14584,217.398193,0.253609985,0.101769999,1.30796516,4.69405222,0.032976,HATLAS J142935.5+001512,-
G15.DR1.14587,217.153137,0.287454993,2.68511558,11.2270775,4373.0542,0.032227,HATLAS J142836.7+001714,-
G15.DR1.14588,216.919891,0.836380005,0.708034992,6.34908724,199.22023,0.032933,HATLAS J142740.7+005010,-
G15.DR1.14589,213.255402,0.338431001,0.556715369,5.41978455,169.853775,0.045388,HATLAS J141301.2+002018,-
G15.DR1.1459,217.725571,-0.0048270002,0.613977015,5.79105568,312.339417,0.068749,HATLAS J143054.1-000017,-
G15.DR1.14591,218.448547,1.14614403,1.0876193,8.08737183,631.388733,0.042783,HATLAS J143347.6+010846,-
G15.DR1.14592,212.98114,0.0943399966,0.842092216,7.04715776,363.442993,0.04232,HATLAS J141155.4+000539,-
G15.DR1.14593,212.898483,0.169345006,1.71003747,9.81980705,1736.56152,0.041731,HATLAS J141135.6+001009,-
G15.DR1.14594,218.453186,-0.156149,1.37675965,9.0187006,1058.79932,0.042403,HATLAS J143348.7-000922,-
G15.DR1.14595,214.86673,0.298516005,1.68626904,9.77019978,1357.75769,0.033754,HATLAS J141928.0+001754,-
G15.DR1.14596,217.466614,1.30937195,0.766370475,6.66590548,235.619522,0.033247,HATLAS J142951.9+011833,-
G15.DR1.14598,215.630981,1.399858,1.81191885,10.0215673,2088.06494,0.043573,HATLAS J142231.4+012359,-
G15.DR1.1460,220.606339,-0.721616983,0.203319997,2.44512558,41.4916458,0.076869,HATLAS J144225.5-004317,-
G15.DR1.14603,218.016769,0.608781993,0.734786034,6.49700451,247.729752,0.038008,HATLAS J143204.0+003631,-
G15.DR1.14604,213.693634,1.08270597,0.299124002,3.38714337,37.2106209,0.032781,HATLAS J141446.4+010457,-
G15.DR1.14605,216.840103,0.669067025,0.626186013,5.86701393,151.297012,0.03204,HATLAS J142721.6+004008,-
G15.DR1.14606,218.00209,-0.390504003,0.497949004,5.01125479,101.29261,0.033621,HATLAS J143200.5-002325,-
G15.DR1.14607,217.562729,0.997129977,0.673525572,6.15141106,172.951736,0.031632,HATLAS J143015.0+005949,-
G15.DR1.14608,220.235306,0.0656180009,0.0,0.0,0.0,0.034366,HATLAS J144056.4+000356,-
G15.DR1.14611,218.021851,0.612830997,0.962963939,7.59336567,414.167999,0.036404,HATLAS J143205.2+003646,-
G15.DR1.14612,214.327301,1.24010205,0.120212004,1.5261271,6.57824039,0.033379,HATLAS J141718.5+011424,-
G15.DR1.14617,212.863174,1.17323303,2.43746996,10.9588661,4571.78125,0.044265,HATLAS J141127.1+011023,-
G15.DR1.14618,215.491486,0.628405988,3.6774106,11.9677267,16251.7139,0.043195,HATLAS J142157.9+003742,-
G15.DR1.1462,217.605713,1.11320102,1.75870681,9.91838837,2981.53345,0.066934,HATLAS J143025.3+010647,-
G15.DR1.14620,218.450363,1.19729805,0.0927800015,1.19962728,5.06877184,0.042666,HATLAS J143348.0+011150,-
G15.DR1.14622,217.687332,1.04559004,0.25891,3.00594401,27.443119,0.031872,HATLAS J143044.9+010244,-
G15.DR1.14623,219.772766,0.60006398,0.548660994,5.36549711,149.332047,0.040914,HATLAS J143905.4+003600,-
G15.DR1.14626,219.989502,-0.916710973,1.24420953,8.62455082,812.139709,0.040876,HATLAS J143957.4-005500,-
G15.DR1.14627,219.103973,0.36235401,1.50767922,9.36237335,1337.68274,0.043416,HATLAS J143624.9+002144,-
G15.DR1.1463,213.972092,1.32856703,2.17469025,10.6184225,5206.53223,0.068399,HATLAS J141553.3+011942,-
G15.DR1.14630,214.595627,1.24630296,0.998669028,7.74152994,475.619385,0.038738,HATLAS J141822.9+011446,-
G15.DR1.14632,217.042175,1.37581098,0.802025199,6.84943771,259.003113,0.033293,HATLAS J142810.1+012232,-
G15.DR1.14633,212.000397,-0.743707001,0.466619998,4.78123808,118.898499,0.044611,HATLAS J140800.0-004437,-
G15.DR1.14634,220.5159,0.213575006,2.94870186,11.4683733,5665.39502,0.031554,HATLAS J144203.8+001248,-
G15.DR1.14635,214.252289,-0.277763009,0.587791026,5.62441349,143.689621,0.0345,HATLAS J141700.5-001639,-
G15.DR1.14636,213.469696,1.43636298,1.48452365,9.30460644,960.073242,0.032288,HATLAS J141352.7+012610,-
G15.DR1.14637,220.780289,0.854929984,3.33083676e-08,4.5894879e-07,5.27707327e-13,0.032407,HATLAS J144307.2+005117,-
G15.DR1.14638,214.692566,-0.362598985,0.651461542,6.0208292,173.447861,0.033963,HATLAS J141846.2-002145,-
G15.DR1.14639,214.189133,1.23113298,0.399275154,4.25564241,63.7599945,0.032308,HATLAS J141645.3+011352,-
G15.DR1.1464,219.962814,0.780732989,0.149729997,1.86424649,19.7349186,0.065682,HATLAS J143951.0+004650,-
G15.DR1.14640,214.478226,-0.719371974,1.09297168,8.10715866,491.92334,0.032926,HATLAS J141754.7-004309,-
G15.DR1.14642,220.542587,0.180969998,0.793065548,6.80402803,251.945465,0.033174,HATLAS J144210.2+001051,-
G15.DR1.14643,212.40123,1.46174204,0.429060012,4.49351549,95.605072,0.04234,HATLAS J140936.2+012742,-
G15.DR1.14645,220.303574,0.494534999,1.87367237,10.1357145,1714.37305,0.032928,HATLAS J144112.8+002940,-
G15.DR1.14647,221.106949,-0.37322399,2.05486012,10.4397306,2097.22021,0.03191,HATLAS J144425.6-002223,-
G15.DR1.14648,216.492493,0.942174017,0.498300999,5.01379681,129.728989,0.042986,HATLAS J142558.1+005631,-
G15.DR1.1465,216.190079,1.31825602,0.317270011,3.55280542,114.447319,0.090362,HATLAS J142445.6+011905,-
G15.DR1.14650,213.863861,1.40386999,2.10341096,10.514082,2260.53735,0.03239,HATLAS J141527.3+012413,-
G15.DR1.14652,219.037903,1.24816704,1.58051419,9.53652096,1468.90369,0.042643,HATLAS J143609.0+011453,-
G15.DR1.14653,217.593857,-0.236057997,0.102190003,1.31299472,4.57421875,0.031852,HATLAS J143022.5-001409,-
G15.DR1.14654,216.035446,-0.306445986,0.223749995,2.65598154,27.5140133,0.042328,HATLAS J142408.5-001823,-
G15.DR1.14655,221.378281,-0.801441014,0.820612013,6.94227219,322.435089,0.039599,HATLAS J144530.7-004805,-
G15.DR1.14656,217.555573,-0.205090001,0.108039998,1.38274741,5.17425108,0.032509,HATLAS J143013.3-001218,-
G15.DR1.14657,217.952606,1.23751605,1.07609212,8.04430866,634.619141,0.043942,HATLAS J143148.6+011415,-
G15.DR1.14658,220.70076,0.92554301,1.05032265,7.94628668,447.923401,0.032697,HATLAS J144248.1+005531,-
G15.DR1.14659,216.603699,0.828994989,0.381520003,4.10957336,71.4527969,0.039577,HATLAS J142624.8+004944,-
G15.DR1.1466,214.374374,1.47398603,1.96765566,10.2988482,4144.03516,0.070398,HATLAS J141729.8+012826,-
G15.DR1.14661,215.773148,1.19093502,1.90077138,10.1840334,2262.58936,0.041928,HATLAS J142305.5+011127,-
G15.DR1.14663,217.349045,1.20506799,0.209188178,2.50626993,18.9885693,0.033249,HATLAS J142923.7+011218,-
G15.DR1.14664,213.307968,-0.828145981,0.116230004,1.47948074,7.80368185,0.042586,HATLAS J141313.9-004941,-
G15.DR1.14665,217.636551,-0.0920379981,2.0526917,10.4363708,2163.67334,0.033007,HATLAS J143032.7-000531,-
G15.DR1.14666,221.761154,0.716094017,1.30537009,8.8126955,1039.05212,0.046959,HATLAS J144702.6+004257,-
G15.DR1.14668,216.699265,0.202828005,1.38644946,9.04555321,1131.89783,0.044605,HATLAS J142647.8+001210,-
G15.DR1.14669,214.506821,1.16237903,0.780618131,6.74014759,234.7155,0.031893,HATLAS J141801.6+010944,-
G15.DR1.1467,215.05751,-0.327771008,0.792186022,6.79954576,519.247314,0.068559,HATLAS J142013.8-001939,-
G15.DR1.14671,221.03093,0.568184972,0.484062999,4.91039324,93.2681427,0.03259,HATLAS J144407.4+003405,-
G15.DR1.146715,215.422729,1.31797898,4.99590492,12.5087261,21512.9238,0.015224,HATLAS J142141.4+011904,-
G15.DR1.14672,214.044739,1.06128705,0.332931012,3.69272828,47.131443,0.033929,HATLAS J141610.7+010340,-
G15.DR1.14673,220.545975,-0.234171003,0.778720021,6.7303009,227.967712,0.031164,HATLAS J144211.0-001403,-
G15.DR1.14676,216.667618,0.259041011,2.64095521,11.1824417,5730.04688,0.044284,HATLAS J142640.2+001532,-
G15.DR1.14678,220.230698,-0.132411003,0.291409999,3.31554556,42.6900063,0.039679,HATLAS J144055.3-000756,-
G15.DR1.1468,221.213623,-0.562044024,0.206119999,2.47436357,37.9949074,0.06826,HATLAS J144451.2-003343,-
G15.DR1.14680,218.515778,1.06158996,2.1387558,10.5665483,2985.49683,0.040966,HATLAS J143403.7+010341,-
G15.DR1.14683,214.721786,-0.823130012,0.550001025,5.37456036,118.148865,0.032349,HATLAS J141853.2-004923,-
G15.DR1.14684,220.40506,0.231067002,0.647821009,5.9989543,164.394989,0.032485,HATLAS J144137.2+001351,-
G15.DR1.14686,218.180557,0.225211993,0.533529997,5.26207066,121.291801,0.035194,HATLAS J143243.3+001330,-
G15.DR1.14687,215.18161,-0.762036979,2.56759214,11.1053667,4257.38037,0.035632,HATLAS J142043.5-004543,-
G15.DR1.1469,217.842789,0.814857006,1.59190452,9.56274891,2360.50293,0.067362,HATLAS J143122.2+004853,-
G15.DR1.14690,217.724152,0.158416003,3.06099963,11.5597239,6613.88818,0.032808,HATLAS J143053.7+000930,-
G15.DR1.14693,215.539581,0.264620006,2.59890723,11.1387873,5355.37207,0.04333,HATLAS J142209.4+001552,-
G15.DR1.14697,212.598022,-0.503208995,0.397579998,4.24183607,85.0576935,0.043538,HATLAS J141023.5-003011,-
G15.DR1.14699,218.262329,-0.444050014,1.27294958,8.71432686,683.889038,0.032689,HATLAS J143302.9-002638,-
G15.DR1.147,216.046066,-0.678669989,0.0504699983,0.671546459,11.9115515,0.253612,HATLAS J142411.0-004043,-
G15.DR1.14702,213.907028,1.426929,0.251670003,2.93518353,26.5450439,0.03266,HATLAS J141537.6+012536,-
G15.DR1.14704,215.464355,0.478386998,1.56075013,9.49038982,1468.58423,0.043922,HATLAS J142151.4+002842,-
G15.DR1.14705,221.217026,0.671068013,1.79044914,9.98046398,1984.1593,0.042636,HATLAS J144452.0+004015,-
G15.DR1.14706,216.643814,1.33154905,0.152099997,1.89081728,10.5091763,0.034061,HATLAS J142634.5+011953,-
G15.DR1.14707,214.567749,-0.126412004,1.05113995,7.9494257,469.644043,0.034216,HATLAS J141816.2-000735,-
G15.DR1.14708,213.59761,-0.772373974,0.289299995,3.29583073,45.8538857,0.043041,HATLAS J141423.4-004620,-
G15.DR1.1471,215.392334,1.25314701,0.470503986,4.81023693,241.907608,0.089488,HATLAS J142134.1+011511,-
G15.DR1.14710,217.198883,0.920239985,1.74488878,9.89082336,1416.31641,0.032416,HATLAS J142847.7+005512,-
G15.DR1.14711,212.281418,0.525231004,0.0793870986,1.03575695,3.64806986,0.041679,HATLAS J140907.5+003130,-
G15.DR1.14712,214.302887,0.592840016,0.428090006,4.48590994,69.5313339,0.03096,HATLAS J141712.6+003534,-
G15.DR1.14716,220.340302,1.47925305,0.661876976,6.08288956,165.334122,0.031279,HATLAS J144121.6+012845,-
G15.DR1.14717,218.229218,0.397605985,1.64308667,9.67741013,1620.49084,0.042881,HATLAS J143255.0+002351,-
G15.DR1.14719,217.511078,0.676163018,1.33140266,8.88944054,781.335266,0.033773,HATLAS J143002.6+004034,-
G15.DR1.1472,216.370224,0.306580991,1.65960109,9.71330452,3349.83276,0.08656,HATLAS J142528.8+001823,-
G15.DR1.14720,212.969177,0.352205008,0.147170007,1.83544719,12.7935553,0.044221,HATLAS J141152.6+002107,-
G15.DR1.14724,220.508896,0.843820989,1.35506618,8.95758247,770.350708,0.031961,HATLAS J144202.1+005037,-
G15.DR1.14726,218.644958,-0.635599971,0.745536029,6.55517149,284.257904,0.042424,HATLAS J143434.7-003808,-
G15.DR1.14727,212.0952,-0.199480996,0.455258012,4.69559574,112.253105,0.04417,HATLAS J140822.8-001158,-
G15.DR1.14728,214.494156,1.48184502,0.742450178,6.53856421,261.733765,0.039302,HATLAS J141758.5+012854,-
G15.DR1.1473,221.601883,1.45507002,1.24771965,8.63562679,1828.93408,0.091577,HATLAS J144624.4+012718,-
G15.DR1.14730,213.712326,-0.319097996,0.79237777,6.80051231,326.986816,0.043148,HATLAS J141450.9-001908,-
G15.DR1.14731,218.608093,1.40279901,1.39199364,9.06082726,1068.9657,0.041707,HATLAS J143425.9+012410,-
G15.DR1.14732,216.19249,0.0938180014,1.65701652,9.70773315,1710.8822,0.044357,HATLAS J142446.1+000537,-
G15.DR1.14733,219.352219,0.122869998,1.25083089,8.64545441,853.758484,0.042483,HATLAS J143724.5+000722,-
G15.DR1.14734,217.665375,0.0133610005,0.137140006,1.72166729,8.60771942,0.033893,HATLAS J143039.6+000048,-
G15.DR1.14735,219.819,-0.601204991,0.361288011,3.9391036,67.2099152,0.041267,HATLAS J143916.5-003604,-
G15.DR1.14736,215.706436,-0.286181986,1.53388751,9.42638969,1336.28088,0.041624,HATLAS J142249.5-001710,-
G15.DR1.14737,215.121674,-0.794013977,0.309350014,3.4809773,45.059597,0.037223,HATLAS J142029.2-004738,-
G15.DR1.14741,221.034317,0.746765971,1.09389877,8.11056137,501.171692,0.033474,HATLAS J144408.2+004448,-
G15.DR1.14744,221.087357,-0.0651869997,1.84930873,10.0913839,1617.48315,0.032092,HATLAS J144420.9-000354,-
G15.DR1.14745,218.704712,0.494318992,0.356480002,3.89795542,70.0172424,0.044081,HATLAS J143449.1+002939,-
G15.DR1.14746,214.33815,1.33650994,1.3583231,8.96679306,790.564758,0.032652,HATLAS J141721.1+012011,-
G15.DR1.1475,219.355209,-0.962242007,0.154420003,1.91674721,29.2325649,0.091644,HATLAS J143725.2-005744,-
G15.DR1.14750,212.199203,-0.41021499,0.804655194,6.86270714,322.853119,0.041164,HATLAS J140847.8-002436,-
G15.DR1.14751,217.062424,1.14517403,0.305729985,3.44790006,39.6673355,0.033678,HATLAS J142814.9+010842,-
G15.DR1.14752,218.126343,-0.0840350017,1.13574648,8.26156998,551.903992,0.033962,HATLAS J143230.3-000502,-
G15.DR1.14755,216.317291,-0.663923025,0.167309999,2.05936718,17.4994659,0.047069,HATLAS J142516.1-003950,-
G15.DR1.14756,216.895554,1.41991401,1.0050348,7.76739025,414.789276,0.033251,HATLAS J142734.9+012511,-
G15.DR1.14757,216.329651,1.10808897,1.7618196,9.92454052,1882.62952,0.042079,HATLAS J142519.1+010629,-
G15.DR1.14758,214.274658,0.844651997,1.94081223,10.2535324,1936.69629,0.034065,HATLAS J141705.9+005040,-
G15.DR1.14760,217.823853,0.904026985,0.498138458,5.01260662,102.027779,0.033834,HATLAS J143117.7+005414,-
G15.DR1.14763,217.270966,-0.0217409991,0.235129997,2.77100945,23.3428307,0.032568,HATLAS J142905.0-000118,-
G15.DR1.147647,221.787979,-0.122667,4.19320011,12.2198496,9143.3125,0.01446,HATLAS J144709.1-000721,-
G15.DR1.14766,215.404541,0.0193530004,0.458234012,4.71813488,113.42366,0.044196,HATLAS J142137.0+000109,-
G15.DR1.14767,213.4245,-0.393514991,0.509620011,5.09472418,130.589249,0.041439,HATLAS J141341.8-002336,-
G15.DR1.14768,214.828598,0.368066996,2.31384563,10.8067408,2990.1145,0.033327,HATLAS J141918.8+002205,-
G15.DR1.14769,216.241257,1.17908096,2.05116844,10.4339609,2840.19116,0.043407,HATLAS J142457.9+011044,-
G15.DR1.1477,215.733093,1.46782506,1.53103662,9.41947746,2894.30518,0.090575,HATLAS J142255.9+012804,-
G15.DR1.14770,220.108322,1.39614606,0.0569208302,0.754050314,1.48466122,0.032663,HATLAS J144025.9+012346,-
G15.DR1.14771,216.662811,1.19383502,2.59966922,11.1395426,4106.38428,0.033201,HATLAS J142639.0+011137,-
G15.DR1.14772,217.079819,-0.630424976,0.344361007,3.79310083,62.5786362,0.042178,HATLAS J142819.1-003749,-
G15.DR1.14774,212.912811,0.57753998,0.114628166,1.46064532,7.75231314,0.043235,HATLAS J141139.0+003439,-
G15.DR1.14775,216.555939,-0.761116982,1.05281878,7.95588779,539.599609,0.039156,HATLAS J142613.4-004540,-
G15.DR1.14777,221.034576,-0.693574011,0.582238972,5.58840275,138.445618,0.03385,HATLAS J144408.2-004136,-
G15.DR1.1478,220.473465,-0.0315219983,2.52957606,11.063921,7727.86084,0.067483,HATLAS J144153.6-000153,-
G15.DR1.14781,218.066818,-0.53657198,1.64159548,9.67412281,1286.41626,0.034118,HATLAS J143216.0-003211,-
G15.DR1.14783,220.538345,1.13108695,0.359820008,3.92656898,52.8759003,0.032779,HATLAS J144209.2+010751,-
G15.DR1.14785,212.524979,-0.254144996,0.431870013,4.5155139,99.0891647,0.043203,HATLAS J141005.9-001514,-
G15.DR1.14786,221.206894,-0.0992330015,2.46200061,10.9874678,3433.48218,0.03233,HATLAS J144449.6-000557,-
G15.DR1.14789,213.263748,-0.323092997,2.10084057,10.510232,3049.95947,0.043833,HATLAS J141303.2-001923,-
G15.DR1.14792,216.105835,0.0838640034,2.04260898,10.420495,2829.12939,0.04371,HATLAS J142425.4+000501,-
G15.DR1.14797,215.86203,0.695751011,1.54658103,9.45681763,1338.27014,0.040875,HATLAS J142326.8+004144,-
G15.DR1.14799,214.608002,0.758354008,0.173998207,2.1324141,13.4350004,0.033391,HATLAS J141825.9+004530,-
G15.DR1.14800,219.624298,-0.0107559999,0.179859996,2.19590425,18.2063885,0.042697,HATLAS J143829.8-000038,-
G15.DR1.14802,212.206131,0.526673019,0.928750396,7.44596434,452.500275,0.042857,HATLAS J140849.4+003136,-
G15.DR1.148025,220.726868,1.161533,8.13812828,13.0735064,289362.812,0.007091,HATLAS J144254.4+010941,-
G15.DR1.14805,221.692078,-0.50197798,1.64695859,9.68585587,1371.25586,0.036074,HATLAS J144646.0-003007,-
G15.DR1.14806,214.090881,0.872802973,1.33979404,8.913764,784.032227,0.033413,HATLAS J141621.8+005222,-
G15.DR1.14807,221.99823,-0.779151022,2.73225999,11.2732553,5647.06299,0.039588,HATLAS J144759.5-004644,-
G15.DR1.14809,213.3582,0.809773982,0.872375011,7.19086599,408.51767,0.044184,HATLAS J141325.9+004835,-
G15.DR1.14814,217.735458,1.08495903,2.99650097,11.508091,6234.13672,0.033046,HATLAS J143056.5+010505,-
G15.DR1.14816,212.573914,-0.242267996,0.122613996,1.55414534,8.92865276,0.043763,HATLAS J141017.7-001432,-
G15.DR1.14818,217.59404,-0.172478005,1.15221047,8.31923389,546.448059,0.032585,HATLAS J143022.5-001020,-
G15.DR1.14820,214.555008,0.0343660004,1.04281402,7.91716576,446.554932,0.033099,HATLAS J141813.2+000203,-
G15.DR1.14821,219.953568,0.787319005,0.115560003,1.471609,5.92736912,0.032485,HATLAS J143948.8+004714,-
G15.DR1.14825,221.273026,-0.123186998,1.86886823,10.1270905,1633.15088,0.031568,HATLAS J144505.5-000723,-
G15.DR1.14827,217.241852,0.691147983,1.3096621,8.82549191,693.948975,0.031157,HATLAS J142858.0+004128,-
G15.DR1.14829,220.82045,0.83544898,0.48782599,4.93788719,93.7530136,0.032336,HATLAS J144316.9+005007,-
G15.DR1.1483,214.199585,-0.424670011,0.515450001,5.13596249,237.189865,0.073623,HATLAS J141647.8-002528,-
G15.DR1.14831,218.101974,0.0682410002,1.48779476,9.31281853,968.283691,0.03242,HATLAS J143224.4+000405,-
G15.DR1.14832,217.783844,1.09908295,0.508113027,5.08400822,120.797966,0.038608,HATLAS J143108.1+010556,-
G15.DR1.14835,219.036179,1.20567906,0.327149987,3.64140463,57.9311523,0.043158,HATLAS J143608.6+011220,-
G15.DR1.14836,221.327744,0.662597001,0.0582300015,0.770705163,2.12080693,0.044498,HATLAS J144518.6+003945,-
G15.DR1.14838,220.69371,0.135045007,0.102320001,1.31455171,4.66848278,0.03242,HATLAS J144246.4+000806,-
G15.DR1.14839,216.405518,-0.486662,0.553672016,5.39933729,160.751968,0.043306,HATLAS J142537.3-002911,-
G15.DR1.1484,219.154114,0.222289994,2.24975204,10.7223921,7411.92627,0.089042,HATLAS J143636.9+001320,-
G15.DR1.14841,212.817841,0.114923999,0.160799995,1.98764706,14.7928858,0.043095,HATLAS J141116.2+000653,-
G15.DR1.14842,217.169403,0.473448008,0.577189386,5.55545568,128.554825,0.031945,HATLAS J142840.6+002824,-
G15.DR1.14843,219.54689,1.46399903,0.298970014,3.38571668,44.0538177,0.038856,HATLAS J143811.2+012750,-
G15.DR1.14844,220.305634,1.081195,1.71214616,9.82416439,1328.16675,0.031832,HATLAS J144113.3+010452,-
G15.DR1.14846,220.674591,-0.522554994,0.748008728,6.56844711,213.267624,0.031569,HATLAS J144241.9-003121,-
G15.DR1.14847,214.64917,0.0835720003,0.512619972,5.11597681,108.876343,0.034061,HATLAS J141835.8+000500,-
