IDNAME,RA,Dec,z,LookbackTime,SFR,F250,NAME_IAU,Feature
G15.DR1.1,220.234848,-0.318378001,0.00576000009,0.0790472925,4.56824589,4.98054,HATLAS J144056.3-001906,-
G15.DR1.100,217.15773,0.55318898,0.00534000015,0.0733049214,0.140275598,0.218598,HATLAS J142837.8+003311,-
G15.DR1.10002,217.369873,-0.379821002,0.561653972,5.4528141,141.967865,0.037128,HATLAS J142928.7-002247,-
G15.DR1.10003,213.18634,-0.433268011,1.27636242,8.72481728,1062.42725,0.050533,HATLAS J141244.7-002559,-
G15.DR1.10005,215.103867,0.0199609995,1.68827891,9.77443218,1524.57397,0.037789,HATLAS J142024.9+000111,-
G15.DR1.10007,214.935776,-0.487406999,0.472346991,4.82395029,98.177475,0.035978,HATLAS J141944.5-002914,-
G15.DR1.10008,221.822067,-0.730702996,0.443749994,4.60762644,118.876823,0.049155,HATLAS J144717.2-004350,-
G15.DR1.10009,213.725403,1.32770002,0.194989994,2.35751414,18.1213665,0.036317,HATLAS J141454.0+011939,-
G15.DR1.1001,213.263306,-0.654618025,0.406619847,4.3151207,209.884735,0.103112,HATLAS J141303.1-003916,-
G15.DR1.10010,219.21344,-0.618619025,1.55129802,9.46806622,1647.05334,0.049969,HATLAS J143651.2-003707,-
G15.DR1.10018,218.31163,1.16261995,1.88244569,10.1515131,2417.93555,0.045904,HATLAS J143314.7+010945,-
G15.DR1.100212,219.008347,1.33860803,4.305511,12.2668419,14181.2393,0.02012,HATLAS J143602.0+012018,-
G15.DR1.10022,219.972946,-0.362414986,0.112520002,1.43579769,8.07162094,0.046853,HATLAS J143953.5-002144,-
G15.DR1.10023,216.087784,0.364942014,0.450910985,4.6625247,119.056282,0.047939,HATLAS J142421.0+002153,-
G15.DR1.10025,212.826828,0.564140975,0.746367574,6.55963659,334.690155,0.049813,HATLAS J141118.4+003350,-
G15.DR1.10026,214.621292,-0.492071986,0.379339993,4.09141159,66.9381866,0.037583,HATLAS J141829.1-002931,-
G15.DR1.10027,218.364578,0.725989997,0.153909996,1.91105592,15.2073307,0.048023,HATLAS J143327.4+004333,-
G15.DR1.10028,221.167603,0.507848978,1.81853712,10.0340681,1911.53198,0.03953,HATLAS J144440.2+003028,-
G15.DR1.10033,218.612,1.04924405,1.58796585,9.55369568,1719.38062,0.04937,HATLAS J143426.8+010257,-
G15.DR1.10034,212.137802,0.141178995,0.244379997,2.86326051,37.1354408,0.048156,HATLAS J140833.0+000828,-
G15.DR1.10038,213.342651,0.206308007,0.600631773,5.70677662,203.794235,0.046876,HATLAS J141322.2+001222,-
G15.DR1.1004,220.019669,0.763191998,0.554609001,5.40563011,276.523193,0.074188,HATLAS J144004.7+004547,-
G15.DR1.10041,221.692764,-0.847826004,1.81325924,10.024107,2328.052,0.048492,HATLAS J144646.2-005052,-
G15.DR1.10043,217.410721,-0.744485974,0.634221971,5.91641855,219.586685,0.045284,HATLAS J142938.5-004440,-
G15.DR1.10044,215.072449,-0.114582002,1.89424968,10.1725531,1958.12122,0.0366,HATLAS J142017.3-000652,-
G15.DR1.10046,220.148346,-0.463414997,0.541191816,5.31467581,171.122971,0.048218,HATLAS J144035.6-002748,-
G15.DR1.10047,220.454529,0.625001013,2.83026123,11.3649397,5695.15869,0.035941,HATLAS J144149.0+003730,-
G15.DR1.10051,220.400253,1.43254006,0.756888986,6.61584425,254.674789,0.036913,HATLAS J144136.0+012557,-
G15.DR1.10053,217.468857,0.925513029,0.862627089,7.14512634,326.037201,0.036138,HATLAS J142952.5+005531,-
G15.DR1.10054,220.127884,-0.772045016,0.413729995,4.37219191,102.721085,0.048722,HATLAS J144030.6-004619,-
G15.DR1.10055,218.034897,1.29347396,0.277029991,3.18016028,45.9412155,0.046996,HATLAS J143208.3+011736,-
G15.DR1.10058,220.135315,0.779320002,0.786186278,6.76883411,275.665161,0.036947,HATLAS J144032.4+004645,-
G15.DR1.10059,220.246964,0.66486299,1.47899866,9.29062366,1079.44214,0.036642,HATLAS J144059.2+003953,-
G15.DR1.1006,213.110016,0.693971992,1.9062587,10.1936893,5623.98779,0.103476,HATLAS J141226.4+004138,-
G15.DR1.10061,220.538742,-0.229433998,0.855127275,7.10959959,310.43808,0.034917,HATLAS J144209.2-001345,-
G15.DR1.10063,214.502487,1.20087004,2.06489297e-08,2.84517824e-07,2.27057576e-13,0.036282,HATLAS J141800.5+011203,-
G15.DR1.10065,213.145828,0.397276014,1.74951112,9.90003395,2112.97021,0.048044,HATLAS J141234.9+002350,-
G15.DR1.10069,215.275681,0.972139001,0.390610993,4.18477058,94.9646225,0.050377,HATLAS J142106.1+005819,-
G15.DR1.1007,220.501312,1.18698096,0.992360413,7.71578169,971.358032,0.080146,HATLAS J144200.3+011113,-
G15.DR1.10072,217.220398,0.252893001,0.495662004,4.99475574,108.794647,0.036311,HATLAS J142852.8+001510,-
G15.DR1.10075,216.827148,-0.544314981,2.47454333,11.0019655,5196.75098,0.048244,HATLAS J142718.5-003239,-
G15.DR1.10076,214.456558,1.44678903,1.99884999,10.3503532,2494.75586,0.040735,HATLAS J141749.5+012648,-
G15.DR1.10078,220.462616,1.13090801,3.11737871,11.6033573,7689.88232,0.036071,HATLAS J144151.0+010751,-
G15.DR1.10079,214.237564,-0.0429610014,2.36639071,10.8730469,3514.552,0.036871,HATLAS J141657.0-000234,-
G15.DR1.10081,212.400894,0.646821976,1.47326851,9.27603912,1437.75476,0.049227,HATLAS J140936.2+003848,-
G15.DR1.10082,217.729721,-0.695941985,0.737553,6.51205397,235.1436,0.035893,HATLAS J143055.1-004145,-
G15.DR1.100829,214.941452,0.00989000034,4.22740126,12.2344322,9297.58105,0.014294,HATLAS J141945.9+000035,-
G15.DR1.10083,215.571548,-0.659603,2.8696661,11.4001951,8263.41895,0.050123,HATLAS J142217.1-003934,-
G15.DR1.10084,214.443863,0.835178971,1.93085861,10.2364941,2068.62207,0.036859,HATLAS J141746.5+005006,-
G15.DR1.10085,213.972168,0.806699991,1.9890269,10.3343115,2219.75879,0.036702,HATLAS J141553.3+004824,-
G15.DR1.10088,217.052429,-0.697048008,0.421866,4.43686914,104.807762,0.047746,HATLAS J142812.5-004149,-
G15.DR1.10089,216.60817,0.108010001,0.747791469,6.56728029,304.74881,0.045143,HATLAS J142625.9+000628,-
G15.DR1.1009,221.221008,-0.482443005,0.368113697,3.99710155,129.325485,0.076965,HATLAS J144453.0-002856,-
G15.DR1.10090,215.10849,-0.72102797,0.417553008,4.40265751,79.9766159,0.037339,HATLAS J142026.0-004315,-
G15.DR1.10091,214.645844,-0.682272971,0.150419995,1.87198997,11.1588068,0.036766,HATLAS J141835.0-004056,-
G15.DR1.10094,212.758301,-0.607316971,0.292580009,3.32644629,54.1196976,0.049838,HATLAS J141101.9-003626,-
G15.DR1.10095,217.965485,0.411464989,2.05725789,10.4434443,2538.99658,0.038521,HATLAS J143151.7+002441,-
G15.DR1.10098,219.747162,-0.117757998,0.105169997,1.3485961,7.27822685,0.04805,HATLAS J143859.3-000703,-
G15.DR1.101,221.076385,0.0444479994,0.02819,0.380882651,2.56598759,0.226098,HATLAS J144418.3+000240,-
G15.DR1.10100,221.242691,-0.208536997,0.462170005,4.74782896,97.3809967,0.03739,HATLAS J144458.2-001230,-
G15.DR1.10102,220.617096,-0.211894006,1.86656141,10.1228647,1896.29285,0.036767,HATLAS J144228.1-001242,-
G15.DR1.10103,213.019073,-0.843493998,2.3458612,10.8474007,4485.82422,0.048212,HATLAS J141204.5-005036,-
G15.DR1.10104,218.41185,-0.28629899,1.42757702,9.15705776,1102.20337,0.040588,HATLAS J143338.8-001710,-
G15.DR1.10105,220.706238,1.36531794,1.06340253,7.99635315,544.80957,0.03876,HATLAS J144249.4+012155,-
G15.DR1.10106,220.498856,-0.668654978,0.187849998,2.28165007,21.0517368,0.04516,HATLAS J144159.7-004007,-
G15.DR1.101069,212.232483,0.479258001,3.16545939,11.6393433,4289.50879,0.019153,HATLAS J140855.7+002845,-
G15.DR1.10108,215.452759,-0.857307971,2.08574724,10.4873381,3363.60376,0.049241,HATLAS J142148.6-005126,-
G15.DR1.10109,214.386658,-0.514421999,1.7529968,9.90703297,1724.04333,0.039007,HATLAS J141732.7-003051,-
G15.DR1.10110,221.003906,0.408026993,0.207910001,2.49299335,20.3061562,0.03605,HATLAS J144400.9+002428,-
G15.DR1.10111,219.236359,-0.517349005,0.546999991,5.35422564,177.203461,0.04891,HATLAS J143656.7-003102,-
G15.DR1.10114,213.639725,0.710214972,2.35947108,10.8644581,3584.26562,0.037927,HATLAS J141433.5+004236,-
G15.DR1.10120,215.99617,0.094682999,1.04335153,7.91926289,631.351318,0.046736,HATLAS J142359.0+000540,-
G15.DR1.10121,217.875305,0.0173889995,1.22496772,8.56294632,721.939819,0.037637,HATLAS J143130.0+000102,-
G15.DR1.10122,217.992676,-0.679764986,2.21262097,10.6716518,2942.37305,0.03694,HATLAS J143158.2-004047,-
G15.DR1.10124,219.036453,-0.285930991,0.139669999,1.75051093,12.3516245,0.04711,HATLAS J143608.7-001709,-
G15.DR1.10125,221.582886,1.27700901,0.416850001,4.39707518,102.079216,0.04785,HATLAS J144619.8+011637,-
G15.DR1.10126,220.888031,1.15858197,1.61525655,9.61567211,1521.83374,0.041941,HATLAS J144333.1+010930,-
G15.DR1.1013,218.605545,-0.465379,0.802501619,6.85187531,736.782471,0.094568,HATLAS J143425.3-002755,-
G15.DR1.10131,220.923065,-0.945937991,1.28369558,8.74725819,814.549744,0.038258,HATLAS J144341.5-005645,-
G15.DR1.10133,214.349075,0.0664260015,0.815297782,6.91594219,298.193481,0.037079,HATLAS J141723.7+000359,-
G15.DR1.10134,212.853683,-0.224782005,2.07769036,10.4750319,3176.33618,0.046975,HATLAS J141124.8-001329,-
G15.DR1.10135,217.968475,0.00812099967,0.3542144,3.87847471,58.236908,0.037219,HATLAS J143152.4+000029,-
G15.DR1.10137,219.416122,-0.689464986,0.985806286,7.68883133,538.782227,0.045065,HATLAS J143739.8-004122,-
G15.DR1.10138,217.231903,0.784859002,2.68046498,11.2224407,5068.57324,0.037511,HATLAS J142855.6+004705,-
G15.DR1.1014,220.980103,1.32917202,0.178800002,2.18445826,43.0629005,0.102326,HATLAS J144355.2+011945,-
G15.DR1.10140,216.454224,0.988108993,1.05391192,7.96008253,659.764648,0.047878,HATLAS J142549.0+005917,-
G15.DR1.10141,220.112228,1.18614399,0.758144975,6.62250328,243.725143,0.035181,HATLAS J144026.9+011110,-
G15.DR1.10142,216.698456,0.164949998,2.22294021,10.6859331,3918.59204,0.048587,HATLAS J142647.6+000953,-
G15.DR1.10145,216.95488,1.26705205,0.437979996,4.5630641,87.4575729,0.037093,HATLAS J142749.1+011601,-
G15.DR1.10146,218.569183,0.636169016,0.235170007,2.77141213,36.246006,0.050551,HATLAS J143416.6+003810,-
G15.DR1.10147,217.726624,1.18721497,1.1197331,8.20456886,638.668518,0.040628,HATLAS J143054.3+011113,-
G15.DR1.10149,214.453125,0.760187984,1.88669264,10.1590872,1947.97302,0.036773,HATLAS J141748.7+004536,-
G15.DR1.10150,213.849991,1.30557001,1.56104136,9.49107075,1261.19519,0.037702,HATLAS J141523.9+011820,-
G15.DR1.10151,221.930069,1.04357195,0.981077433,7.66925526,560.23468,0.047286,HATLAS J144743.2+010236,-
G15.DR1.10152,213.52153,-0.178485006,0.136539996,1.71481204,12.435154,0.049434,HATLAS J141405.1-001042,-
G15.DR1.10154,218.038712,-0.869102001,0.523995996,5.19592094,129.057327,0.038703,HATLAS J143209.2-005208,-
G15.DR1.10156,215.451294,0.739371002,0.916924655,7.3937583,513.814209,0.050083,HATLAS J142148.3+004421,-
G15.DR1.10157,219.285812,0.593591988,0.594560981,5.66800165,207.787659,0.048755,HATLAS J143708.5+003536,-
G15.DR1.1016,220.825653,1.07817602,0.803490996,6.85685873,598.670837,0.076606,HATLAS J144318.1+010441,-
G15.DR1.10160,218.251572,-0.865045011,1.64100981,9.67281342,1812.82056,0.048122,HATLAS J143300.3-005154,-
G15.DR1.10163,218.079758,-0.885528982,0.136940002,1.71938026,10.5977964,0.041862,HATLAS J143219.1-005307,-
G15.DR1.10164,213.517593,0.240097001,1.72658634,9.85377789,2134.31152,0.050114,HATLAS J141404.2+001424,-
G15.DR1.10165,215.264999,-0.211315006,0.956237197,7.56482077,469.028961,0.041826,HATLAS J142103.6-001240,-
G15.DR1.101653,221.701065,0.632432997,3.55098987,11.894968,6275.83691,0.018937,HATLAS J144648.2+003756,-
G15.DR1.10166,220.404663,-0.0312280003,1.5009011,9.34559441,1090.40857,0.035755,HATLAS J144137.1-000152,-
G15.DR1.10168,221.927368,1.45315695,0.417690009,4.4037528,104.508423,0.048754,HATLAS J144742.5+012711,-
G15.DR1.10169,212.776993,0.379700989,1.11649525,8.1929121,731.543701,0.046764,HATLAS J141106.4+002246,-
G15.DR1.1017,217.991806,0.496906012,0.136380002,1.7129811,19.2850456,0.076861,HATLAS J143158.0+002948,-
G15.DR1.10170,214.236298,-0.462083995,0.129150003,1.62992728,8.6314497,0.038419,HATLAS J141656.7-002743,-
G15.DR1.101706,215.467682,0.724663973,5.11794233,12.5445566,30750.3438,0.018989,HATLAS J142152.2+004328,-
G15.DR1.10171,213.078445,0.231334999,2.51080894,11.043088,5337.78125,0.047559,HATLAS J141218.8+001352,-
G15.DR1.10172,218.757401,1.34122002,0.347539008,3.82075906,73.0901031,0.04853,HATLAS J143501.7+012028,-
G15.DR1.10173,221.358734,0.696828008,1.76478004,9.93038464,2173.49634,0.048378,HATLAS J144526.0+004148,-
G15.DR1.10174,216.636536,0.0198449995,0.823356569,6.95580578,390.437988,0.047554,HATLAS J142632.7+000111,-
G15.DR1.10175,220.551651,1.02172101,0.702655971,6.31880856,225.276398,0.037949,HATLAS J144212.3+010118,-
G15.DR1.10176,221.709656,-0.712872982,0.444599986,4.61417341,112.190094,0.046453,HATLAS J144650.3-004246,-
G15.DR1.101772,215.790741,1.30618405,3.45620012,11.837163,6132.64062,0.020315,HATLAS J142309.7+011822,-
G15.DR1.1018,213.629333,-0.511655986,0.137840003,1.72965753,25.9985886,0.101239,HATLAS J141431.0-003041,-
G15.DR1.10180,213.70015,0.914981008,2.84429908,11.3776035,5967.87354,0.037101,HATLAS J141448.0+005453,-
G15.DR1.10181,215.018417,-0.141167998,0.352505207,3.86374569,57.6705513,0.037279,HATLAS J142004.4-000828,-
G15.DR1.10182,213.465866,0.105613001,0.137999997,1.73148286,12.6638403,0.049586,HATLAS J141351.8+000620,-
G15.DR1.10183,220.88475,-0.396077007,0.433098048,4.5250988,83.778183,0.03628,HATLAS J144332.3-002345,-
G15.DR1.10185,220.265594,-0.335698009,0.263870001,3.05403638,43.8814507,0.049145,HATLAS J144103.7-002008,-
G15.DR1.10186,214.381042,0.787048995,0.261720002,3.03323102,32.9634628,0.037617,HATLAS J141731.4+004713,-
G15.DR1.10188,219.541626,0.558062971,1.4492631,9.21414757,1315.745,0.04683,HATLAS J143809.9+003329,-
G15.DR1.10193,220.776962,1.22188699,0.975073934,7.64427376,430.238434,0.036765,HATLAS J144306.4+011318,-
G15.DR1.10196,219.050583,0.557802022,1.15945482,8.34433174,823.855408,0.04847,HATLAS J143612.1+003328,-
G15.DR1.10198,216.895157,-0.0733160004,2.06505775,10.4555702,3204.58374,0.04814,HATLAS J142734.8-000423,-
G15.DR1.102,213.681,-0.282169014,0.03847,0.51610744,9.03262615,0.308277,HATLAS J141443.4-001655,-
G15.DR1.10200,214.70282,-0.817036986,1.83010423,10.0557957,1894.84033,0.038577,HATLAS J141848.6-004901,-
G15.DR1.10203,214.347733,-0.121971004,0.756205022,6.61220932,249.276779,0.036064,HATLAS J141723.4-000719,-
G15.DR1.102032,213.463974,0.893747985,5.26625252,12.585721,27963.0449,0.014846,HATLAS J141351.3+005337,-
G15.DR1.10204,217.240738,1.11754894,2.60620904,11.1464605,4547.22754,0.03654,HATLAS J142857.7+010703,-
G15.DR1.10205,216.53804,1.27212906,1.6527108,9.69835377,1445.64478,0.037724,HATLAS J142609.1+011619,-
G15.DR1.10207,212.605545,0.783088982,0.179619998,2.19331145,20.7908344,0.048903,HATLAS J141025.3+004659,-
G15.DR1.10208,213.910507,0.815136015,0.184520006,2.24602175,16.3727264,0.036552,HATLAS J141538.5+004854,-
G15.DR1.1021,218.153412,1.37748003,0.138109997,1.73273718,27.4335098,0.107231,HATLAS J143236.8+012238,-
G15.DR1.10210,214.552444,-0.554775,2.61704898,11.1577682,4543.80664,0.036066,HATLAS J141812.5-003317,-
G15.DR1.10214,216.98172,1.01644397,0.344379991,3.79327273,54.1628304,0.036501,HATLAS J142755.6+010059,-
G15.DR1.10216,221.880875,-0.0879980028,1.97428977,10.3099232,2783.8938,0.0469,HATLAS J144731.4-000516,-
G15.DR1.10217,220.086502,1.02118397,1.17884803,8.41052628,647.789307,0.0368,HATLAS J144020.7+010116,-
G15.DR1.10218,215.961838,0.570065022,2.22894359,10.6941538,3890.78613,0.047923,HATLAS J142350.8+003412,-
G15.DR1.10219,221.297531,0.0949489996,1.27388442,8.71723652,740.849121,0.035409,HATLAS J144511.4+000541,-
G15.DR1.1022,214.827621,-0.804898977,0.315573007,3.53747702,99.2503891,0.079349,HATLAS J141918.6-004817,-
G15.DR1.10223,217.421463,1.04870296,1.79461622,9.98849297,1772.328,0.037865,HATLAS J142941.1+010255,-
G15.DR1.10225,220.046783,-0.230064005,0.670388579,6.1330533,261.598663,0.048399,HATLAS J144011.2-001348,-
G15.DR1.10230,219.603516,1.235636,1.83149767,10.0583925,1796.47937,0.036508,HATLAS J143824.8+011408,-
G15.DR1.10231,219.756348,1.00077295,0.317259997,3.55271506,47.1172447,0.037204,HATLAS J143901.5+010002,-
G15.DR1.10232,215.331711,-0.640491009,1.23506713,8.59542656,757.569397,0.038766,HATLAS J142119.6-003825,-
G15.DR1.10233,214.157242,1.46108997,0.719865978,6.4150672,246.410049,0.039438,HATLAS J141637.7+012739,-
G15.DR1.10234,212.822098,0.057542,0.441956699,4.5938139,116.626656,0.048695,HATLAS J141117.3+000327,-
G15.DR1.10235,212.576462,-0.683166027,1.07516003,8.04083729,737.915222,0.051205,HATLAS J141018.3-004059,-
G15.DR1.10236,213.955933,1.36978197,3.14538145,11.6244402,8212.47852,0.037393,HATLAS J141549.4+012211,-
G15.DR1.10237,212.738327,1.39910495,0.675160587,6.16096067,259.191071,0.047122,HATLAS J141057.1+012356,-
G15.DR1.1024,214.057663,-0.76936698,2.02890778,10.3987989,6799.08936,0.106859,HATLAS J141613.8-004609,-
G15.DR1.10240,221.005478,0.282184988,0.388880014,4.17051697,68.9616852,0.036738,HATLAS J144401.3+001655,-
G15.DR1.102416,213.451721,0.967788994,3.8676219,12.0683498,7694.08008,0.016925,HATLAS J141348.4+005804,-
G15.DR1.10242,214.474274,0.860886991,1.19807816,8.47495651,654.293701,0.035843,HATLAS J141753.8+005139,-
G15.DR1.10244,219.516617,0.893612027,0.134519994,1.69169283,11.8212156,0.048545,HATLAS J143803.9+005337,-
G15.DR1.10245,215.004898,-0.794992983,0.481357992,4.89054251,103.376381,0.036614,HATLAS J142001.1-004741,-
G15.DR1.1025,218.653625,1.02619505,0.245379999,2.87316704,79.4632721,0.102837,HATLAS J143436.8+010134,-
G15.DR1.10251,216.474655,1.40990996,1.29875803,8.79283524,793.598816,0.036264,HATLAS J142553.9+012435,-
G15.DR1.10252,213.496887,1.17255402,0.525581002,5.20695734,129.049683,0.038418,HATLAS J141359.2+011021,-
G15.DR1.102522,221.659271,1.38371694,3.10189748,11.5915146,3933.2981,0.018748,HATLAS J144638.2+012301,-
G15.DR1.10253,214.751938,0.322385013,2.07390261,10.4692469,2376.99561,0.035312,HATLAS J141900.4+001920,-
G15.DR1.10254,221.082962,-0.34997499,1.48326421,9.30138397,1132.00073,0.038151,HATLAS J144419.9-002059,-
G15.DR1.102546,221.189713,0.378580987,3.45790815,11.8382225,4338.28613,0.014354,HATLAS J144445.5+002242,-
G15.DR1.10255,217.44606,0.380021006,0.156069994,1.93514168,11.7545738,0.036285,HATLAS J142947.0+002248,-
G15.DR1.10257,218.732162,0.716953993,1.09064734,8.09857082,726.610352,0.048894,HATLAS J143455.7+004301,-
G15.DR1.10258,220.92897,0.435842991,0.296180576,3.3599112,41.2360458,0.03717,HATLAS J144342.9+002609,-
G15.DR1.10259,215.964493,1.207304,0.862436116,7.14421606,447.694519,0.049475,HATLAS J142351.4+011226,-
G15.DR1.10260,219.734055,-0.119108997,1.962075,10.2895479,2717.70312,0.046507,HATLAS J143856.1-000708,-
G15.DR1.10261,215.978165,0.414460987,1.07494128,8.0399828,721.96344,0.050124,HATLAS J142354.7+002452,-
G15.DR1.10262,216.644257,1.083812,1.66629922,9.72769547,1488.12695,0.03807,HATLAS J142634.6+010501,-
G15.DR1.10265,217.525894,0.868587971,0.489540756,4.95037937,107.092285,0.036625,HATLAS J143006.2+005206,-
G15.DR1.10266,214.574738,0.441863,0.125780001,1.59093547,7.68920803,0.035954,HATLAS J141817.9+002630,-
G15.DR1.10267,221.776352,1.22403705,0.945842326,7.52029133,549.713684,0.050222,HATLAS J144706.3+011326,-
G15.DR1.10270,213.767075,-0.448377997,0.772899985,6.70009232,343.289093,0.047621,HATLAS J141504.0-002654,-
G15.DR1.10272,219.951126,1.17584801,1.62276506,9.63249874,1329.34277,0.036239,HATLAS J143948.2+011033,-
G15.DR1.10276,216.320786,-0.318581998,0.460716009,4.73688984,127.142151,0.048902,HATLAS J142516.9-001906,-
G15.DR1.10279,214.451309,-0.278052002,0.540863991,5.31243515,135.965302,0.038368,HATLAS J141748.3-001640,-
G15.DR1.10280,216.784836,0.702072978,1.64934289,9.69105434,1471.30579,0.038589,HATLAS J142708.3+004207,-
G15.DR1.10282,214.674942,0.0544739999,1.64132965,9.67354584,1327.58618,0.035224,HATLAS J141841.9+000316,-
G15.DR1.10283,214.908676,-0.237701997,2.01826859,10.3818169,2336.42627,0.037218,HATLAS J141938.0-001415,-
G15.DR1.10285,217.748352,0.195855007,0.1184,1.50493288,6.98121643,0.036606,HATLAS J143059.6+001145,-
G15.DR1.10286,213.143188,-0.58238101,0.126619995,1.60067081,10.161705,0.046834,HATLAS J141234.3-003456,-
G15.DR1.10287,216.878662,-0.215198994,2.66920924,11.2111359,6411.64551,0.048056,HATLAS J142730.8-001254,-
G15.DR1.10288,218.128952,-0.72291702,0.616878986,5.80922079,167.696396,0.036487,HATLAS J143230.9-004322,-
G15.DR1.10289,214.716095,1.00395203,1.87382126,10.1359634,2321.26709,0.044576,HATLAS J141851.8+010014,-
G15.DR1.10291,220.553101,-0.666441023,0.555288553,5.41020918,157.139664,0.042033,HATLAS J144212.7-003959,-
G15.DR1.10292,220.815643,-0.815356016,0.309969991,3.48662138,44.0541534,0.036472,HATLAS J144315.7-004855,-
G15.DR1.10294,217.936249,0.326162994,1.22778821,8.57204437,705.291016,0.036558,HATLAS J143144.6+001934,-
G15.DR1.102945,212.765671,-0.222341999,3.2298708,11.6860867,4774.92969,0.019959,HATLAS J141103.7-001320,-
G15.DR1.10295,220.475876,1.27309597,0.26739642,3.08804154,33.319046,0.036455,HATLAS J144154.2+011623,-
G15.DR1.10298,219.211166,0.750158012,0.384640008,4.13547373,90.8658524,0.049682,HATLAS J143650.6+004500,-
G15.DR1.10299,217.867737,-0.807605982,0.594889998,5.67011642,155.491669,0.036435,HATLAS J143128.2-004827,-
G15.DR1.1030,218.514908,0.0428729989,2.55421329,11.0909233,12163.7246,0.103322,HATLAS J143403.5+000234,-
G15.DR1.10301,213.135269,0.0437490009,0.124930002,1.58107281,10.6207113,0.050397,HATLAS J141232.4+000237,-
G15.DR1.10302,218.217545,-0.0103089996,1.41011894,9.1102562,1012.83868,0.038363,HATLAS J143252.2-000037,-
G15.DR1.10304,220.184692,0.940217018,0.119280003,1.51523352,7.23955917,0.037358,HATLAS J144044.3+005624,-
G15.DR1.10308,219.415375,1.092893,0.328960001,3.65751314,64.8159103,0.047668,HATLAS J143739.6+010534,-
G15.DR1.1031,217.543442,0.0868590027,1.64746976,9.68695736,2891.13184,0.075999,HATLAS J143010.4+000512,-
G15.DR1.10314,214.424927,0.533285975,0.118220001,1.50282419,7.18697929,0.037809,HATLAS J141741.9+003159,-
G15.DR1.10317,217.472,1.00572205,2.39060664,10.9027414,3703.62109,0.037785,HATLAS J142953.2+010020,-
G15.DR1.103171,215.117477,0.200856999,5.16849089,12.5588856,30992.1191,0.018194,HATLAS J142028.1+001203,-
G15.DR1.10321,220.389908,-0.00381999998,0.308941007,3.47724438,43.4728584,0.036023,HATLAS J144133.5-000013,-
G15.DR1.10323,215.088959,-0.730041027,0.391254008,4.19005585,72.2840424,0.038196,HATLAS J142021.3-004348,-
G15.DR1.10324,216.253067,1.18894804,0.298819989,3.38433743,56.4234009,0.049824,HATLAS J142500.7+011120,-
G15.DR1.10325,215.328705,-0.596186996,2.53484082,11.0697021,4291.25,0.037283,HATLAS J142118.8-003546,-
G15.DR1.10327,220.845627,-0.647875011,0.150619999,1.87423337,11.1067858,0.036488,HATLAS J144322.9-003852,-
G15.DR1.10331,220.790359,0.596095026,1.20932662,8.51206684,658.419556,0.035307,HATLAS J144309.6+003545,-
G15.DR1.10332,220.506989,1.34978294,1.01916957,7.82411671,470.081329,0.036597,HATLAS J144201.6+012059,-
G15.DR1.10335,216.082413,-0.0547679998,2.48847365,11.0178432,5310.2959,0.048539,HATLAS J142419.7-000317,-
G15.DR1.10336,215.619675,0.292834997,0.394069999,4.2131505,95.4333191,0.049577,HATLAS J142228.7+001734,-
G15.DR1.103374,218.378571,-0.716822028,3.84886861,12.058877,7271.97217,0.016301,HATLAS J143330.8-004300,-
G15.DR1.10338,215.01088,0.580262005,1.08695376,8.08488846,698.645569,0.047413,HATLAS J142002.6+003448,-
G15.DR1.10341,217.995453,0.361106992,0.257910013,2.99620962,31.2717266,0.036642,HATLAS J143158.9+002139,-
G15.DR1.10343,216.170898,-0.866223991,0.109329998,1.39805484,7.53340387,0.046139,HATLAS J142441.0-005158,-
G15.DR1.10345,213.132538,1.37983096,0.0909616575,1.17755342,5.54322481,0.048668,HATLAS J141231.8+012247,-
G15.DR1.10346,214.668259,-0.994053006,0.197659999,2.38570309,19.381258,0.037965,HATLAS J141840.3-005938,-
G15.DR1.10347,218.375046,1.34995103,1.43853462,9.18605232,1381.16284,0.04996,HATLAS J143330.0+012059,-
G15.DR1.10348,214.506882,0.171811998,0.304060012,3.43258882,42.5706139,0.036355,HATLAS J141801.6+001018,-
G15.DR1.1035,216.081802,0.249522999,0.103160001,1.32459867,15.2198734,0.104724,HATLAS J142419.6+001458,-
G15.DR1.10350,219.135559,0.580410004,1.35442567,8.95575333,1179.9574,0.049013,HATLAS J143632.5+003449,-
G15.DR1.10352,219.393936,1.23974097,2.8099134,11.346365,7130.40088,0.046061,HATLAS J143734.5+011423,-
G15.DR1.10353,213.1091,-0.994503975,1.66997027,9.73558998,1821.23853,0.046361,HATLAS J141226.1-005940,-
G15.DR1.10356,217.111252,0.677807987,1.13892353,8.27278423,583.85675,0.03576,HATLAS J142826.7+004040,-
G15.DR1.10357,213.821518,0.375461996,0.907254815,7.35056448,380.218475,0.03793,HATLAS J141517.1+002231,-
G15.DR1.10359,213.794174,-0.325706989,1.33791232,8.90834236,1126.19934,0.048164,HATLAS J141510.6-001932,-
G15.DR1.1036,218.309036,-0.677258015,0.342299998,3.77511501,121.757202,0.083229,HATLAS J143314.1-004038,-
G15.DR1.10360,212.044434,-0.367967993,0.158450007,1.96160126,16.5673447,0.049465,HATLAS J140810.6-002204,-
G15.DR1.10364,218.425674,-0.627089977,2.48543334,11.0144215,4114.90576,0.037725,HATLAS J143342.1-003737,-
