RA,Dec,z,LookbackTime
217.612854,-0.627994001,0.000170707703,0.0686356723
215.806152,-0.142398,0.000171661377,0.0686356723
215.537292,0.344146997,0.000171661377,0.0686356723
215.427795,0.68079102,0.000171661377,0.0686356723
214.963486,0.155450001,0.000171661377,0.0686356723
214.360382,0.806382,0.000171661377,0.0686356723
214.957809,1.10529995,0.000172615051,0.0686356723
217.979019,0.135278001,0.000172615051,0.0686356723
212.26268,-0.617681026,0.000172615051,0.0686356723
213.660995,0.361633003,0.000172615051,0.0686356723
218.108978,1.13895702,0.000172615051,0.0686356723
214.855621,0.123976,0.000172615051,0.0686356723
212.739471,-0.581315994,0.000173568726,0.0686356723
217.243042,1.45270395,0.000173568726,0.0686356723
216.547424,0.472292989,0.000173568726,0.0686356723
213.235703,0.390495986,0.000173568726,0.0686356723
215.377869,1.180516,0.000173568726,0.0686356723
214.02861,0.854085028,0.000173568726,0.0686356723
213.498627,-0.257485002,0.000173568726,0.0686356723
216.821152,-0.876281977,0.000173568726,0.0686356723
221.993393,1.15673304,0.0001745224,0.0686356723
218.479691,-0.269324988,0.0001745224,0.0686356723
217.720428,-0.31290701,0.0001745224,0.0686356723
212.880096,1.36301398,0.0001745224,0.0686356723
220.350891,0.248092994,0.0001745224,0.0686356723
218.701004,0.393629998,0.0001745224,0.0686356723
220.041092,-0.1646,0.000175476074,0.0686356723
217.054535,1.33295405,0.000175476074,0.0686356723
217.798859,0.233103007,0.000175476074,0.0686356723
216.887909,0.630509019,0.000175476074,0.0686356723
213.746017,0.488384992,0.000175476074,0.0686356723
221.408737,1.07781994,0.000175476074,0.0686356723
220.72316,0.249366,0.000175476074,0.0686356723
212.185455,1.10202396,0.000175476074,0.0686356723
220.002869,0.118802004,0.000176429749,0.0686356723
220.819458,0.942978024,0.000177383423,0.0686356723
216.793579,0.0965949968,0.000178337097,0.0686356723
212.502701,0.338532001,0.000178337097,0.0686356723
221.789597,0.490377009,0.000179290771,0.0686356723
220.220612,1.18513596,0.00018119812,0.0686356723
220.270996,-0.013603,0.00018119812,0.0686356723
213.247543,-0.447492003,0.00018119812,0.0686356723
221.354996,0.166088998,0.000182151794,0.0686356723
219.637039,1.41705096,0.000182151794,0.0686356723
213.152985,-0.190860003,0.000184059143,0.0686356723
216.07251,0.0445169993,0.000185012817,0.0686356723
212.074203,-0.59009999,0.000185966492,0.0686356723
220.764709,-0.244738996,0.000185966492,0.0686356723
221.394928,1.109689,0.000186920166,0.0686356723
220.738068,0.968810022,0.00018787384,0.0686356723
221.463684,0.99763298,0.000188827515,0.0686356723
221.66188,0.416857988,0.000188827515,0.0686356723
212.44754,-0.93016398,0.000189781189,0.0686356723
217.440216,1.49012399,0.000189781189,0.0686356723
216.108765,-0.580338001,0.000189781189,0.0686356723
220.968384,0.591678977,0.000189781189,0.0686356723
213.980072,-0.364190996,0.000190734863,0.0686356723
215.654465,0.821889997,0.000190734863,0.0686356723
212.770096,0.678332984,0.000190734863,0.0686356723
215.912003,-0.58939898,0.000190734863,0.0686356723
214.06601,0.432437986,0.000191688538,0.0686356723
214.528748,0.476514012,0.000191688538,0.0686356723
221.814774,0.830241978,0.000191688538,0.0686356723
216.638306,-0.229262993,0.000191688538,0.0686356723
216.039612,-0.791538,0.000191688538,0.0686356723
214.594284,1.179618,0.000191688538,0.0686356723
216.501633,0.695756018,0.000192642212,0.0686356723
221.459671,0.545127988,0.000192642212,0.0686356723
216.440353,-0.994687974,0.000192642212,0.0686356723
219.36055,0.909397006,0.000192642212,0.0686356723
216.147537,0.891600013,0.000192642212,0.0686356723
219.939926,1.243415,0.000192642212,0.0686356723
212.206757,1.29944694,0.000192642212,0.0686356723
212.825317,0.940441012,0.000192642212,0.0686356723
220.324966,1.18443406,0.000192642212,0.0686356723
212.531403,-0.637497008,0.000192642212,0.0686356723
221.523193,0.652750015,0.000193595886,0.0686356723
221.219986,1.04503405,0.000193595886,0.0686356723
214.943207,0.108081996,0.000193595886,0.0686356723
219.282745,-0.579032004,0.000193595886,0.0686356723
215.085022,-0.466652006,0.000193595886,0.0686356723
221.296066,-0.945098996,0.000193595886,0.0686356723
212.709885,1.25813997,0.000193595886,0.0686356723
214.970245,-0.323897004,0.000193595886,0.0686356723
213.799088,0.845203996,0.000194549561,0.0686356723
215.811646,-0.96557802,0.000194549561,0.0686356723
217.28183,-0.384698004,0.000194549561,0.0686356723
219.37764,0.108896002,0.000194549561,0.0686356723
215.791534,-0.657845974,0.000194549561,0.0686356723
214.209915,-0.951699972,0.000194549561,0.0686356723
216.333298,0.0777250007,0.000194549561,0.0686356723
217.500153,0.430866987,0.000196456909,0.0686356723
220.950607,0.147104993,0.000197410583,0.0686356723
212.536301,0.605849028,0.000199317932,0.0686356723
217.08345,0.949944019,0.000199317932,0.0686356723
220.27829,0.359986007,0.000199317932,0.0686356723
212.912323,0.829303026,0.000199317932,0.0686356723
218.945847,-0.286060989,0.000201225281,0.0686356723
221.778748,0.125580996,0.000201225281,0.0686356723
219.101089,0.624527991,0.000201225281,0.0686356723
213.812424,1.01020098,0.000202178955,0.0686356723
214.556625,0.470898986,0.000203132629,0.0686356723
219.596802,-0.429922998,0.000203132629,0.0686356723
212.133087,-0.251426995,0.000204086304,0.0686356723
217.979202,-0.528952003,0.000204086304,0.0686356723
213.713394,0.403690994,0.000205039978,0.0686356723
216.98555,0.503262997,0.000206947327,0.0686356723
214.912872,-0.350421995,0.000206947327,0.0686356723
217.563812,1.16152096,0.000207901001,0.0686356723
215.418732,-0.499843001,0.000210762024,0.0686356723
220.486282,-0.736411989,0.000210762024,0.0686356723
214.179031,0.835214972,0.000210762024,0.0686356723
217.262497,0.523141026,0.000211715698,0.0686356723
217.94957,-0.584927022,0.000212669373,0.0686356723
214.617355,-0.512419999,0.000212669373,0.0686356723
219.309494,0.50278002,0.000212669373,0.0686356723
213.811722,1.29947901,0.000212669373,0.0686356723
221.243301,-0.216700003,0.000212669373,0.0686356723
215.240631,-0.268804014,0.000213623047,0.0686356723
214.200775,1.21651804,0.000213623047,0.0686356723
220.454636,0.823445022,0.000213623047,0.0686356723
212.51033,-0.103262998,0.00021648407,0.0686356723
213.822952,-0.738747001,0.000218391418,0.0686356723
220.231613,1.17803395,0.000218391418,0.0686356723
212.012146,1.47284603,0.000218391418,0.0686356723
215.273041,-0.150532007,0.000221252441,0.0686356723
216.352905,0.938435018,0.000221252441,0.0686356723
213.892776,-0.690707028,0.000221252441,0.0686356723
215.774185,0.836171985,0.000221252441,0.0686356723
216.840622,1.25513506,0.000221252441,0.0686356723
219.855896,0.794681013,0.000222206116,0.0686356723
213.676804,1.38804495,0.000222206116,0.0686356723
216.056091,1.02369201,0.000222206116,0.0686356723
220.316727,0.0914030001,0.000222206116,0.0686356723
218.682907,-0.429917991,0.00022315979,0.0686356723
219.981476,0.423752993,0.00022315979,0.0686356723
214.187469,-0.29055199,0.00022315979,0.0686356723
212.6418,1.47133696,0.00022315979,0.0686356723
217.049942,0.516862988,0.00022315979,0.0686356723
219.822021,-0.380836993,0.000224113464,0.0686356723
220.383804,-0.593650997,0.000225067139,0.0686356723
219.885651,0.740776002,0.000225067139,0.0686356723
216.765732,-0.020366,0.000225067139,0.0686356723
216.917877,0.968124986,0.000225067139,0.0686356723
215.006027,-0.124985002,0.000225067139,0.0686356723
221.963913,-0.750253022,0.000228881836,0.0686356723
214.84903,0.940841973,0.000228881836,0.0686356723
215.222137,-0.689001024,0.000228881836,0.0686356723
219.301788,-0.187782004,0.000228881836,0.0686356723
214.269821,0.470696986,0.000228881836,0.0686356723
214.712814,0.240391001,0.000228881836,0.0686356723
216.413712,-0.452661991,0.000228881836,0.0686356723
217.251633,-0.416924,0.000228881836,0.0686356723
218.212585,1.08863401,0.000228881836,0.0686356723
212.840652,-0.136625007,0.00022983551,0.0686356723
217.456924,0.784044027,0.00022983551,0.0686356723
214.521362,-0.512793005,0.00022983551,0.0686356723
219.506409,-0.665826976,0.00022983551,0.0686356723
216.5625,1.44440603,0.00022983551,0.0686356723
216.3965,-0.940173984,0.00022983551,0.0686356723
219.729248,0.115543999,0.000230789185,0.0686356723
220.650711,-0.446162999,0.000232696533,0.0686356723
221.408203,-0.048560001,0.000232696533,0.0686356723
221.225113,-0.714766979,0.000232696533,0.0686356723
220.578934,0.785050988,0.000232696533,0.0686356723
219.598038,0.195318997,0.000232696533,0.0686356723
220.132919,0.627783,0.000233650208,0.0686356723
215.446289,1.35234404,0.000233650208,0.0686356723
217.933502,0.0799280033,0.000233650208,0.0686356723
216.241882,-0.236946002,0.000234603882,0.0686356723
213.165741,-0.633533001,0.000234603882,0.0686356723
212.416016,-0.756676972,0.000234603882,0.0686356723
215.397308,1.23350894,0.000234603882,0.0686356723
219.959305,0.938371003,0.000234603882,0.0686356723
217.456421,-0.258563012,0.000234603882,0.0686356723
214.070267,-0.112749003,0.000234603882,0.0686356723
217.764816,-0.690958023,0.000234603882,0.0686356723
217.377258,-0.53915298,0.000235557556,0.0686356723
220.779633,-0.470454991,0.000235557556,0.0686356723
219.672455,0.951291025,0.000235557556,0.0686356723
217.355804,-0.70413202,0.000235557556,0.0686356723
215.72731,1.49789596,0.000235557556,0.0686356723
216.104355,-0.102925003,0.00023651123,0.0686356723
214.51445,0.576744974,0.000237464905,0.0686356723
214.749924,-0.369112998,0.000237464905,0.0686356723
212.437378,0.620845973,0.000238418579,0.0686356723
221.541504,0.518576026,0.000238418579,0.0686356723
216.608627,1.37242103,0.000243186951,0.0686356723
215.51358,-0.777428985,0.000244140625,0.0686356723
214.265488,0.986793995,0.000245094299,0.0686356723
221.299026,-0.964362979,0.000245094299,0.0686356723
215.61795,1.09965396,0.000246047974,0.0686356723
217.078888,0.149103001,0.000246047974,0.0686356723
212.479996,-0.0926000029,0.000247955322,0.0686356723
217.622986,0.40664801,0.000248908997,0.0686356723
219.23262,-0.617070019,0.000248908997,0.0686356723
213.158737,1.32633197,0.000249862671,0.0686356723
213.400208,-0.49267599,0.000249862671,0.0686356723
221.532776,-0.120885,0.000249862671,0.0686356723
215.345505,-0.926640987,0.000249862671,0.0686356723
219.354172,0.422751009,0.000250816345,0.0686356723
221.227921,0.110362001,0.000250816345,0.0686356723
216.613617,0.463274002,0.00025177002,0.0686356723
214.245804,0.283262014,0.00025177002,0.0686356723
215.420609,0.647083998,0.000252723694,0.0686356723
217.345993,0.260077,0.000253677368,0.0686356723
212.795502,0.131653994,0.000253677368,0.0686356723
217.31604,-0.384649992,0.000253677368,0.0686356723
214.047256,-0.933239996,0.000253677368,0.0686356723
216.924194,-0.826165974,0.000253677368,0.0686356723
220.233429,-0.0137080001,0.000254631042,0.0686356723
216.392776,-0.791296005,0.000255584717,0.0686356723
219.959976,-0.839816988,0.000255584717,0.0686356723
221.490784,-0.292825013,0.000256538391,0.0686356723
219.687408,-0.304729998,0.000256538391,0.0686356723
216.063431,-0.316296011,0.000256538391,0.0686356723
213.723297,-0.435573012,0.000256538391,0.0686356723
217.249313,0.611742973,0.000256538391,0.0686356723
212.716034,0.76097101,0.000256538391,0.0686356723
216.79808,0.831915975,0.000257492065,0.0686356723
218.002533,1.36132705,0.000257492065,0.0686356723
212.372589,1.00965905,0.000257492065,0.0686356723
214.066406,-0.248333007,0.000257492065,0.0686356723
216.86554,-0.143505007,0.000257492065,0.0686356723
213.315186,0.354636014,0.000257492065,0.0686356723
219.454819,0.767467976,0.00025844574,0.0686356723
221.182785,-0.837942004,0.00025844574,0.0686356723
215.725189,0.0607869998,0.00025844574,0.0686356723
215.578888,0.504721999,0.00025844574,0.0686356723
214.167252,-0.388103008,0.00025844574,0.0686356723
219.516464,1.05680501,0.00025844574,0.0686356723
221.707809,-0.0831919983,0.000259399414,0.0686356723
219.790588,0.823168993,0.000261306763,0.0686356723
219.004044,-0.330581009,0.000261306763,0.0686356723
212.345673,-0.159268007,0.000262260437,0.0686356723
219.789062,0.479600012,0.000262260437,0.0686356723
213.746704,0.822728992,0.000262260437,0.0686356723
217.069473,0.282967001,0.000264167786,0.0686356723
217.985428,1.12683499,0.000264167786,0.0686356723
219.39537,-0.329248011,0.00026512146,0.0686356723
216.026886,-0.982652009,0.00026512146,0.0686356723
216.389099,-0.220559999,0.000266075134,0.0686356723
212.744064,1.23365903,0.000267028809,0.0686356723
218.042145,-0.694278002,0.000267028809,0.0686356723
218.457336,-0.0708699971,0.000267028809,0.0686356723
219.331726,-0.225457996,0.000267982483,0.0686356723
215.588181,1.48247194,0.000267982483,0.0686356723
221.006042,-0.842638016,0.000268936157,0.0686356723
215.626343,0.787229002,0.000268936157,0.0686356723
212.901718,-0.891798973,0.000269889832,0.0686356723
220.067535,-0.700004995,0.000269889832,0.0686356723
212.817398,1.22018802,0.000269889832,0.0686356723
218.032867,0.57979399,0.000269889832,0.0686356723
213.022507,1.09392905,0.000270843506,0.0686356723
215.94281,1.40480995,0.000270843506,0.0686356723
217.704453,1.15957403,0.000270843506,0.0686356723
212.267136,1.414294,0.000270843506,0.0686356723
213.178925,1.28916502,0.000270843506,0.0686356723
216.773727,-0.544492006,0.00027179718,0.0686356723
217.915451,0.738273978,0.00027179718,0.0686356723
215.948456,0.592132986,0.00027179718,0.0686356723
216.412979,0.549472988,0.00027179718,0.0686356723
212.412155,-0.0900690034,0.00027179718,0.0686356723
215.562332,1.46569097,0.000272750854,0.0686356723
213.871048,0.267576009,0.000272750854,0.0686356723
217.271179,0.488810986,0.000273704529,0.0686356723
216.9086,0.0376310013,0.000275611877,0.0686356723
215.563614,1.23434997,0.000275611877,0.0686356723
213.63327,-0.449975997,0.000275611877,0.0686356723
215.518234,1.26579404,0.000275611877,0.0686356723
212.022095,0.909000993,0.000275611877,0.0686356723
213.006653,-0.655550003,0.000275611877,0.0686356723
219.832092,0.617919981,0.000276565552,0.0686356723
212.795853,1.34823799,0.000276565552,0.0686356723
216.524994,1.00107896,0.000276565552,0.0686356723
218.93454,1.294523,0.000276565552,0.0686356723
216.184067,-0.914313972,0.000276565552,0.0686356723
212.927383,-0.981853008,0.000276565552,0.0686356723
213.065735,-0.691173971,0.000276565552,0.0686356723
212.953156,-0.65566802,0.000276565552,0.0686356723
212.781403,-0.873359025,0.000276565552,0.0686356723
214.35202,1.27543795,0.000276565552,0.0686356723
221.842133,-0.77335602,0.000276565552,0.0686356723
219.49617,0.90120101,0.000276565552,0.0686356723
215.501114,-0.306062013,0.000276565552,0.0686356723
216.284561,-0.784676015,0.000276565552,0.0686356723
216.372345,-0.488411009,0.000276565552,0.0686356723
218.866028,0.453292996,0.000277519226,0.0686356723
218.126053,1.45310998,0.000277519226,0.0686356723
219.4673,-0.736153007,0.000277519226,0.0686356723
216.961609,0.120167002,0.000277519226,0.0686356723
212.2117,-0.235948995,0.000277519226,0.0686356723
218.808823,-0.0163640007,0.000277519226,0.0686356723
215.817261,-0.489641994,0.000277519226,0.0686356723
213.463196,-0.783779025,0.000277519226,0.0686356723
212.223969,0.587983012,0.000277519226,0.0686356723
221.594955,0.33119601,0.000277519226,0.0686356723
213.658951,0.426835001,0.000277519226,0.0686356723
213.17244,-0.0813689977,0.000277519226,0.0686356723
221.548874,1.09003401,0.0002784729,0.0686356723
220.946365,1.36510706,0.0002784729,0.0686356723
215.447922,0.976297021,0.0002784729,0.0686356723
212.555435,-0.716107011,0.0002784729,0.0686356723
216.106705,-0.740230024,0.0002784729,0.0686356723
218.242249,0.209417999,0.0002784729,0.0686356723
216.796387,0.263749987,0.0002784729,0.0686356723
216.053635,0.763100028,0.0002784729,0.0686356723
219.777985,-0.00572900008,0.000279426575,0.0686356723
215.068054,0.734508991,0.000279426575,0.0686356723
219.009964,1.49607599,0.000279426575,0.0686356723
217.212677,-0.872776985,0.000280380249,0.0686356723
212.312042,1.36372805,0.000280380249,0.0686356723
