IDNAME,RA,Dec,z,LookbackTime,SFR,F500,Z_PHOT,F350,alpha250350,Z_SPEC,F250,NAME_IAU,FeatureType,FeatureName,FeatureZopt,FeatureZsubmm
G15.DR1.1,220.234848,-0.318378001,0.00576000009,0.0790472925,4.56824589,0.815995,-1.2478387382324545,2.148656,2.4985591588216365,0.00576,4.98054,HATLAS J144056.3-001906,-,,0.0,0.0
G15.DR1.100,217.15773,0.55318898,0.00534000015,0.0733049214,0.140275598,0.074387,0.5446709298415091,0.140981,1.303552713438994,0.00534,0.218598,HATLAS J142837.8+003311,-,,0.0,0.0
G15.DR1.10002,217.369873,-0.379821002,0.561653972,5.4528141,141.967865,0.02670482,1.8936348056213594,0.03240636,0.4042434629190937,-99.0,0.037128,HATLAS J142928.7-002247,-,,0.0,0.0
G15.DR1.10003,213.18634,-0.433268011,1.27636242,8.72481728,1062.42725,0.021091,1.2446260435371537,0.038131,0.836915970975231,-99.0,0.050533,HATLAS J141244.7-002559,-,,0.0,0.0
G15.DR1.10005,215.103867,0.0199609995,1.68827891,9.77443218,1524.57397,0.02092228,1.6760114597377873,0.03141185,0.5493256935081418,-99.0,0.037789,HATLAS J142024.9+000111,-,,0.0,0.0
G15.DR1.10007,214.935776,-0.487406999,0.472346991,4.82395029,98.177475,0.00657443,-1.3146612838051386,0.01529036,2.543107522536759,-99.0,0.035978,HATLAS J141944.5-002914,-,,0.0,0.0
G15.DR1.10008,221.822067,-0.730702996,0.443749994,4.60762644,118.876823,-7.8e-05,-0.12221530080533105,0.027297,1.7481435338702207,0.44375,0.049155,HATLAS J144717.2-004350,-,,0.0,0.0
G15.DR1.10009,213.725403,1.32770002,0.194989994,2.35751414,18.1213665,-0.0028357,-2.479141575690572,0.01188635,3.319427717127048,0.19499,0.036317,HATLAS J141454.0+011939,-,,0.0,0.0
G15.DR1.1001,213.263306,-0.654618025,0.406619847,4.3151207,209.884735,0.030927,-1.1496698075248473,0.045474,2.4331132050165647,-99.0,0.103112,HATLAS J141303.1-003916,-,,0.0,0.0
G15.DR1.10010,219.21344,-0.618619025,1.55129802,9.46806622,1647.05334,0.026845,1.199061246622679,0.037322,0.8672925022515472,-99.0,0.049969,HATLAS J143651.2-003707,-,,0.0,0.0
G15.DR1.10018,218.31163,1.16261995,1.88244569,10.1515131,2417.93555,0.025876,2.6407107720261602,0.047376,-0.09380718135077357,-99.0,0.045904,HATLAS J143314.7+010945,-,,0.0,0.0
G15.DR1.100212,219.008347,1.33860803,4.305511,12.2668419,14181.2393,0.03615095,3.548751384438153,0.02545634,-0.6991675896254353,-99.0,0.02012,HATLAS J143602.0+012018,-,,0.0,0.0
G15.DR1.10022,219.972946,-0.362414986,0.112520002,1.43579769,8.07162094,0.01915,0.32295934825456785,0.028751,1.4513604344969548,0.11252,0.046853,HATLAS J143953.5-002144,-,,0.0,0.0
G15.DR1.10023,216.087784,0.364942014,0.450910985,4.6625247,119.056282,0.009366,0.9009862767127985,0.03349,1.0660091488581342,-99.0,0.047939,HATLAS J142421.0+002153,-,,0.0,0.0
G15.DR1.10025,212.826828,0.564140975,0.746367574,6.55963659,334.690155,0.011637,0.5165469790528965,0.031924,1.3223020139647357,0.26135,0.049813,HATLAS J141118.4+003350,-,,0.0,0.0
G15.DR1.10026,214.621292,-0.492071986,0.379339993,4.09141159,66.9381866,0.00574608,0.2633402347359146,0.02275616,1.491106510176057,0.37934,0.037583,HATLAS J141829.1-002931,-,,0.0,0.0
G15.DR1.10027,218.364578,0.725989997,0.153909996,1.91105592,15.2073307,-0.001854,-2.6984953676386194,0.014963,3.4656635784257466,0.15391,0.048023,HATLAS J143327.4+004333,-,,0.0,0.0
G15.DR1.10028,221.167603,0.507848978,1.81853712,10.0340681,1911.53198,0.02448263,1.420301340603989,0.0310273,0.7197991062640073,-99.0,0.03953,HATLAS J144440.2+003028,-,,0.0,0.0
G15.DR1.10033,218.612,1.04924405,1.58796585,9.55369568,1719.38062,0.025115,1.7268336186448863,0.041509,0.5154442542367424,-99.0,0.04937,HATLAS J143426.8+010257,-,,0.0,0.0
G15.DR1.10034,212.137802,0.141178995,0.244379997,2.86326051,37.1354408,0.014534,0.4219369510298896,0.030214,1.3853753659800736,0.24438,0.048156,HATLAS J140833.0+000828,-,,0.0,0.0
G15.DR1.10038,213.342651,0.206308007,0.600631773,5.70677662,203.794235,0.011178,0.014650493908742401,0.026843,1.656899670727505,-99.0,0.046876,HATLAS J141322.2+001222,-,,0.0,0.0
G15.DR1.1004,220.019669,0.763191998,0.554609001,5.40563011,276.523193,0.01635,-0.775210246111083,0.035585,2.183473497407389,-99.0,0.074188,HATLAS J144004.7+004547,-,,0.0,0.0
G15.DR1.10041,221.692764,-0.847826004,1.81325924,10.024107,2328.052,0.02804,2.039504933334168,0.043733,0.30699671111055454,-99.0,0.048492,HATLAS J144646.2-005052,-,,0.0,0.0
G15.DR1.10043,217.410721,-0.744485974,0.634221971,5.91641855,219.586685,0.028753,1.602451649485432,0.037026,0.598365567009712,-99.0,0.045284,HATLAS J142938.5-004440,-,,0.0,0.0
G15.DR1.10044,215.072449,-0.114582002,1.89424968,10.1725531,1958.12122,0.02190115,2.2186360366079794,0.03436141,0.1875759755946803,-99.0,0.0366,HATLAS J142017.3-000652,-,,0.0,0.0
G15.DR1.10046,220.148346,-0.463414997,0.541191816,5.31467581,171.122971,0.002374,-0.2987572899287634,0.025737,1.8658381932858423,0.5411918,0.048218,HATLAS J144035.6-002748,-,,0.0,0.0
G15.DR1.10047,220.454529,0.625001013,2.83026123,11.3649397,5695.15869,0.03388014,2.811861726569191,0.03854529,-0.20790781771279404,-99.0,0.035941,HATLAS J144149.0+003730,-,,0.0,0.0
G15.DR1.10051,220.400253,1.43254006,0.756888986,6.61584425,254.674789,-0.0001280917398184458,-4.506197861145953,0.00766734,4.670798574097302,-99.0,0.036913,HATLAS J144136.0+012557,-,,0.0,0.0
G15.DR1.10053,217.468857,0.925513029,0.862627089,7.14512634,326.037201,0.0100021,0.7219757562628737,0.02425221,1.1853494958247508,-99.0,0.036138,HATLAS J142952.5+005531,-,,0.0,0.0
G15.DR1.10054,220.127884,-0.772045016,0.413729995,4.37219191,102.721085,0.009003,-1.5957900924437123,0.019441,2.730526728295808,0.03178,0.048722,HATLAS J144030.6-004619,-,,0.0,0.0
G15.DR1.10055,218.034897,1.29347396,0.277029991,3.18016028,45.9412155,0.00756,-0.8908245532328292,0.021965,2.2605497021552194,0.27703,0.046996,HATLAS J143208.3+011736,-,,0.0,0.0
G15.DR1.10058,220.135315,0.779320002,0.786186278,6.76883411,275.665161,0.00429336,1.4834951739614723,0.0294139,0.6776698840256851,-99.0,0.036947,HATLAS J144032.4+004645,-,,0.0,0.0
G15.DR1.10059,220.246964,0.66486299,1.47899866,9.29062366,1079.44214,0.01682739,1.7446096279412244,0.03093072,0.503593581372517,-99.0,0.036642,HATLAS J144059.2+003953,-,,0.0,0.0
G15.DR1.1006,213.110016,0.693971992,1.9062587,10.1936893,5623.98779,0.062136,2.4174260094387643,0.101577,0.05504932704082377,-99.0,0.103476,HATLAS J141226.4+004138,-,,0.0,0.0
G15.DR1.10061,220.538742,-0.229433998,0.855127275,7.10959959,310.43808,0.01330806,-0.07449236492071298,0.01959897,1.7163282432804754,-99.0,0.034917,HATLAS J144209.2-001345,-,,0.0,0.0
G15.DR1.10063,214.502487,1.20087004,2.06489297e-08,2.84517824e-07,2.27057576e-13,0.0022352,-1.54637511908971,0.01463857,2.6975834127264733,-99.0,0.036282,HATLAS J141800.5+011203,-,,0.0,0.0
G15.DR1.10065,213.145828,0.397276014,1.74951112,9.90003395,2112.97021,0.027148,1.8548600754073354,0.041571,0.43009328306177647,-99.0,0.048044,HATLAS J141234.9+002350,-,,0.0,0.0
G15.DR1.10069,215.275681,0.972139001,0.390610993,4.18477058,94.9646225,0.007608,0.5873077216736173,0.032802,1.2751281855509218,-99.0,0.050377,HATLAS J142106.1+005819,-,,0.0,0.0
G15.DR1.1007,220.501312,1.18698096,0.992360413,7.71578169,971.358032,0.02615,0.8759397178895456,0.055676,1.082706854740303,-99.0,0.080146,HATLAS J144200.3+011113,-,,0.0,0.0
G15.DR1.10072,217.220398,0.252893001,0.495662004,4.99475574,108.794647,0.009318,0.4073782402432071,0.02270794,1.3950811731711952,-99.0,0.036311,HATLAS J142852.8+001510,-,,0.0,0.0
G15.DR1.10075,216.827148,-0.544314981,2.47454333,11.0019655,5196.75098,0.038522,2.762148439769348,0.051166,-0.17476562651289856,0.28418,0.048244,HATLAS J142718.5-003239,-,,0.0,0.0
G15.DR1.10076,214.456558,1.44678903,1.99884999,10.3503532,2494.75586,0.025274,2.5291250132791774,0.041002,-0.019416675519451445,-99.0,0.040735,HATLAS J141749.5+012648,-,,0.0,0.0
G15.DR1.10078,220.462616,1.13090801,3.11737871,11.6033573,7689.88232,0.0373858,3.5777811954331717,0.04593611,-0.7185207969554478,-99.0,0.036071,HATLAS J144151.0+010751,-,,0.0,0.0
G15.DR1.10079,214.237564,-0.0429610014,2.36639071,10.8730469,3514.552,0.02760202,2.9123520418050814,0.04044415,-0.27490136120338754,-99.0,0.036871,HATLAS J141657.0-000234,-,,0.0,0.0
G15.DR1.10081,212.400894,0.646821976,1.47326851,9.27603912,1437.75476,0.021715,1.9150908590588638,0.043174,0.38993942729409076,-99.0,0.049227,HATLAS J140936.2+003848,-,,0.0,0.0
G15.DR1.10082,217.729721,-0.695941985,0.737553,6.51205397,235.1436,0.00438319,1.5503543840009546,0.02900658,0.6330970773326969,-99.0,0.035893,HATLAS J143055.1-004145,-,,0.0,0.0
G15.DR1.100829,214.941452,0.00989000034,4.22740126,12.2344322,9297.58105,0.02275753,6.074134873546286,0.03186701,-2.3827565823641907,-99.0,0.014294,HATLAS J141945.9+000035,-,,0.0,0.0
G15.DR1.10083,215.571548,-0.659603,2.8696661,11.4001951,8263.41895,0.047573,3.0480753693486533,0.05668,-0.3653835795657688,-99.0,0.050123,HATLAS J142217.1-003934,-,,0.0,0.0
G15.DR1.10084,214.443863,0.835178971,1.93085861,10.2364941,2068.62207,0.0218349,2.5319149210527994,0.03712382,-0.021276614035199443,-99.0,0.036859,HATLAS J141746.5+005006,-,,0.0,0.0
G15.DR1.10085,213.972168,0.806699991,1.9890269,10.3343115,2219.75879,0.02372285,2.051815543668354,0.0331916,0.29878963755443066,-99.0,0.036702,HATLAS J141553.3+004824,-,,0.0,0.0
G15.DR1.10088,217.052429,-0.697048008,0.421866,4.43686914,104.807762,0.005044,-0.08346886277935894,0.026746,1.7223125751862394,-99.0,0.047746,HATLAS J142812.5-004149,-,,0.0,0.0
G15.DR1.10089,216.60817,0.108010001,0.747791469,6.56728029,304.74881,0.015819,-0.26974519911534856,0.024253,1.8464967994102324,-99.0,0.045143,HATLAS J142625.9+000628,-,,0.0,0.0
G15.DR1.1009,221.221008,-0.482443005,0.368113697,3.99710155,129.325485,0.007734,0.13961229415776977,0.045326,1.5735918038948202,-99.0,0.076965,HATLAS J144453.0-002856,-,,0.0,0.0
G15.DR1.10090,215.10849,-0.72102797,0.417553008,4.40265751,79.9766159,0.00939192,-2.784885136628464,0.0114108,3.5232567577523097,0.47933,0.037339,HATLAS J142026.0-004315,-,,0.0,0.0
G15.DR1.10091,214.645844,-0.682272971,0.150419995,1.87198997,11.1588068,0.00663201,-1.2868177400780123,0.01572315,2.5245451600520084,0.15042,0.036766,HATLAS J141835.0-004056,-,,0.0,0.0
G15.DR1.10094,212.758301,-0.607316971,0.292580009,3.32644629,54.1196976,0.018116,1.6259619056324042,0.040965,0.5826920629117306,0.29258,0.049838,HATLAS J141101.9-003626,-,,0.0,0.0
G15.DR1.10095,217.965485,0.411464989,2.05725789,10.4434443,2538.99658,0.02321776,3.3175442290769976,0.04627449,-0.5450294860513317,-99.0,0.038521,HATLAS J143151.7+002441,-,,0.0,0.0
G15.DR1.10098,219.747162,-0.117757998,0.105169997,1.3485961,7.27822685,0.005201,-2.169140790485388,0.016859,3.1127605269902583,0.10517,0.04805,HATLAS J143859.3-000703,-,,0.0,0.0
G15.DR1.101,221.076385,0.0444479994,0.02819,0.380882651,2.56598759,0.058594,-0.21306610447486252,0.123025,1.808710736316575,0.02819,0.226098,HATLAS J144418.3+000240,-,,0.0,0.0
G15.DR1.10100,221.242691,-0.208536997,0.462170005,4.74782896,97.3809967,0.00764356,0.08288524889241344,0.02174119,1.6114098340717244,0.46217,0.03739,HATLAS J144458.2-001230,-,,0.0,0.0
G15.DR1.10102,220.617096,-0.211894006,1.86656141,10.1228647,1896.29285,0.02244531,1.8643860908191854,0.03188141,0.42374260612054304,-99.0,0.036767,HATLAS J144228.1-001242,-,,0.0,0.0
G15.DR1.10103,213.019073,-0.843493998,2.3458612,10.8474007,4485.82422,0.036489,2.5704549903877343,0.04898,-0.046969993591822815,-99.0,0.048212,HATLAS J141204.5-005036,-,,0.0,0.0
G15.DR1.10104,218.41185,-0.28629899,1.42757702,9.15705776,1102.20337,0.018355,1.5765357117875611,0.032994,0.6156428588082925,-99.0,0.040588,HATLAS J143338.8-001710,-,,0.0,0.0
G15.DR1.10105,220.706238,1.36531794,1.06340253,7.99635315,544.80957,0.01339833,0.9835883295366128,0.02758398,1.0109411136422581,-99.0,0.03876,HATLAS J144249.4+012155,-,,0.0,0.0
G15.DR1.10106,220.498856,-0.668654978,0.187849998,2.28165007,21.0517368,0.015511,0.2797823278941056,0.027445,1.480145114737263,0.18785,0.04516,HATLAS J144159.7-004007,-,,0.0,0.0
G15.DR1.101069,212.232483,0.479258001,3.16545939,11.6393433,4289.50879,0.01564651,5.7769286434459595,0.03994578,-2.1846190956306395,-99.0,0.019153,HATLAS J140855.7+002845,-,,0.0,0.0
G15.DR1.10108,215.452759,-0.857307971,2.08574724,10.4873381,3363.60376,0.034397,1.7161022013926566,0.041301,0.5225985324048956,1.54083,0.049241,HATLAS J142148.6-005126,-,,0.0,0.0
G15.DR1.10109,214.386658,-0.514421999,1.7529968,9.90703297,1724.04333,0.02115653,2.181550861243802,0.03631781,0.21229942583746536,-99.0,0.039007,HATLAS J141732.7-003051,-,,0.0,0.0
G15.DR1.10110,221.003906,0.408026993,0.207910001,2.49299335,20.3061562,0.00385898,-4.690068592353735,0.00718552,4.793379061569157,0.20791,0.03605,HATLAS J144400.9+002428,-,,0.0,0.0
G15.DR1.10111,219.236359,-0.517349005,0.546999991,5.35422564,177.203461,0.009191,-0.3113028739854533,0.026033,1.874201915990302,0.547,0.04891,HATLAS J143656.7-003102,-,,0.0,0.0
G15.DR1.10114,213.639725,0.710214972,2.35947108,10.8644581,3584.26562,0.02899715,2.515487451494048,0.03805899,-0.01032496766269877,-99.0,0.037927,HATLAS J141433.5+004236,-,,0.0,0.0
G15.DR1.10120,215.99617,0.094682999,1.04335153,7.91926289,631.351318,0.017549,0.6890885852387836,0.031134,1.2072742765074775,-99.0,0.046736,HATLAS J142359.0+000540,-,,0.0,0.0
G15.DR1.10121,217.875305,0.0173889995,1.22496772,8.56294632,721.939819,0.01148919,1.9820746921995993,0.03350884,0.34528353853360055,-99.0,0.037637,HATLAS J143130.0+000102,-,,0.0,0.0
G15.DR1.10122,217.992676,-0.679764986,2.21262097,10.6716518,2942.37305,0.02757992,1.6883589617042913,0.03079129,0.5410940255304725,-99.0,0.03694,HATLAS J143158.2-004047,-,,0.0,0.0
G15.DR1.10124,219.036453,-0.285930991,0.139669999,1.75051093,12.3516245,0.005438,-0.8586031959706206,0.022178,2.239068797313747,0.13967,0.04711,HATLAS J143608.7-001709,-,,0.0,0.0
G15.DR1.10125,221.582886,1.27700901,0.416850001,4.39707518,102.079216,0.001458,-1.4499492456242447,0.019728,2.6332994970828296,0.41685,0.04785,HATLAS J144619.8+011637,-,,0.0,0.0
G15.DR1.10126,220.888031,1.15858197,1.61525655,9.61567211,1521.83374,0.026794,0.19917630831145194,0.025032,1.5338824611256987,-99.0,0.041941,HATLAS J144333.1+010930,-,,0.0,0.0
G15.DR1.1013,218.605545,-0.465379,0.802501619,6.85187531,736.782471,0.031733,-0.01950155651460328,0.05374,1.679667704343069,-99.0,0.094568,HATLAS J143425.3-002755,-,,0.0,0.0
G15.DR1.10131,220.923065,-0.945937991,1.28369558,8.74725819,814.549744,0.0213299,-0.19900501079654154,0.0208828,1.799336673864361,-99.0,0.038258,HATLAS J144341.5-005645,-,,0.0,0.0
G15.DR1.10133,214.349075,0.0664260015,0.815297782,6.91594219,298.193481,0.01019833,0.5567366904432072,0.02397827,1.2955088730378619,-99.0,0.037079,HATLAS J141723.7+000359,-,,0.0,0.0
G15.DR1.10134,212.853683,-0.224782005,2.07769036,10.4750319,3176.33618,0.030039,2.77634095100852,0.049979,-0.1842273006723468,-99.0,0.046975,HATLAS J141124.8-001329,-,,0.0,0.0
G15.DR1.10135,217.968475,0.00812099967,0.3542144,3.87847471,58.236908,0.01257529,-1.59508932017006,0.01485342,2.73005954678004,-99.0,0.037219,HATLAS J143152.4+000029,-,,0.0,0.0
G15.DR1.10137,219.416122,-0.689464986,0.985806286,7.68883133,538.782227,0.005453,2.1739833136642215,0.041887,0.2173444575571857,-99.0,0.045065,HATLAS J143739.8-004122,-,,0.0,0.0
G15.DR1.10138,217.231903,0.784859002,2.68046498,11.2224407,5068.57324,0.03290131,2.859815308989681,0.04066412,-0.23987687265978738,-99.0,0.037511,HATLAS J142855.6+004705,-,,0.0,0.0
G15.DR1.1014,220.980103,1.32917202,0.178800002,2.18445826,43.0629005,0.024308,-0.3259274881182872,0.054286,1.883951658745525,0.1788,0.102326,HATLAS J144355.2+011945,-,,0.0,0.0
G15.DR1.10140,216.454224,0.988108993,1.05391192,7.96008253,659.764648,0.01548,1.1183979816094332,0.035119,0.9210680122603779,-99.0,0.047878,HATLAS J142549.0+005917,-,,0.0,0.0
G15.DR1.10141,220.112228,1.18614399,0.758144975,6.62250328,243.725143,0.01493284,3.1980333830903507,0.0411443,-0.4653555887269004,-99.0,0.035181,HATLAS J144026.9+011110,-,,0.0,0.0
G15.DR1.10142,216.698456,0.164949998,2.22294021,10.6859331,3918.59204,0.034495,2.5556211148739028,0.049197,-0.037080743249268536,-99.0,0.048587,HATLAS J142647.6+000953,-,,0.0,0.0
G15.DR1.10145,216.95488,1.26705205,0.437979996,4.5630641,87.4575729,0.01560066,-0.20247970093036338,0.02023112,1.8016531339535755,0.43798,0.037093,HATLAS J142749.1+011601,-,,0.0,0.0
G15.DR1.10146,218.569183,0.636169016,0.235170007,2.77141213,36.246006,-0.001006,-2.630430430362556,0.015993,3.420286953575037,0.23517,0.050551,HATLAS J143416.6+003810,-,,0.0,0.0
G15.DR1.10147,217.726624,1.18721497,1.1197331,8.20456886,638.668518,0.014115,1.188003069737939,0.03027,0.8746646201747074,-99.0,0.040628,HATLAS J143054.3+011113,-,,0.0,0.0
G15.DR1.10149,214.453125,0.760187984,1.88669264,10.1590872,1947.97302,0.02172279,2.277909527246256,0.03498592,0.1480603151691625,-99.0,0.036773,HATLAS J141748.7+004536,-,,0.0,0.0
G15.DR1.10150,213.849991,1.30557001,1.56104136,9.49107075,1261.19519,0.01528583,2.7310927095823883,0.03970792,-0.15406180638825873,-99.0,0.037702,HATLAS J141523.9+011820,-,,0.0,0.0
G15.DR1.10151,221.930069,1.04357195,0.981077433,7.66925526,560.23468,0.01248,1.2955733976661798,0.036091,0.8029510682225468,-99.0,0.047286,HATLAS J144743.2+010236,-,,0.0,0.0
G15.DR1.10152,213.52153,-0.178485006,0.136539996,1.71481204,12.435154,0.007772,-1.2592111659278586,0.021272,2.506140777285239,0.13654,0.049434,HATLAS J141405.1-001042,-,,0.0,0.0
G15.DR1.10154,218.038712,-0.869102001,0.523995996,5.19592094,129.057327,0.00862488,-0.28810568100004375,0.02070766,1.8587371206666958,-0.00197,0.038703,HATLAS J143209.2-005208,-,,0.0,0.0
G15.DR1.10156,215.451294,0.739371002,0.916924655,7.3937583,513.814209,0.018286,0.24141221373495725,0.030176,1.505725190843362,0.14496,0.050083,HATLAS J142148.3+004421,-,,0.0,0.0
G15.DR1.10157,219.285812,0.593591988,0.594560981,5.66800165,207.787659,0.03714,1.2085682113545393,0.036493,0.8609545257636405,-99.0,0.048755,HATLAS J143708.5+003536,-,,0.0,0.0
G15.DR1.1016,220.825653,1.07817602,0.803490996,6.85685873,598.670837,0.004351,-0.4576225705130441,0.039458,1.9717483803420295,-99.0,0.076606,HATLAS J144318.1+010441,-,,0.0,0.0
G15.DR1.10160,218.251572,-0.865045011,1.64100981,9.67281342,1812.82056,0.030224,0.4733665512447116,0.030543,1.3510889658368588,-99.0,0.048122,HATLAS J143300.3-005154,-,,0.0,0.0
G15.DR1.10163,218.079758,-0.885528982,0.136940002,1.71938026,10.5977964,0.026272,1.6275135227522013,0.034421,0.5816576514985324,0.13694,0.041862,HATLAS J143219.1-005307,-,,0.0,0.0
G15.DR1.10164,213.517593,0.240097001,1.72658634,9.85377789,2134.31152,0.025361,2.5045345295748787,0.050165,-0.0030230197165856893,-99.0,0.050114,HATLAS J141404.2+001424,-,,0.0,0.0
G15.DR1.10165,215.264999,-0.211315006,0.956237197,7.56482077,469.028961,0.012789,0.8706005573605236,0.029021,1.0862662950929842,-99.0,0.041826,HATLAS J142103.6-001240,-,,0.0,0.0
G15.DR1.101653,221.701065,0.632432997,3.55098987,11.894968,6275.83691,0.02157527,5.232842448650299,0.03495756,-1.8218949657668657,-99.0,0.018937,HATLAS J144648.2+003756,-,,0.0,0.0
G15.DR1.10166,220.404663,-0.0312280003,1.5009011,9.34559441,1090.40857,0.01645843,1.8403497100773811,0.03083717,0.4397668599484126,-99.0,0.035755,HATLAS J144137.1-000152,-,,0.0,0.0
G15.DR1.10168,221.927368,1.45315695,0.417690009,4.4037528,104.508423,0.000924,0.2087780685161711,0.029161,1.5274812876558859,0.41769,0.048754,HATLAS J144742.5+012711,-,,0.0,0.0
G15.DR1.10169,212.776993,0.379700989,1.11649525,8.1929121,731.543701,0.014332,1.446421923278988,0.036921,0.7023853844806746,-99.0,0.046764,HATLAS J141106.4+002246,-,,0.0,0.0
G15.DR1.1017,217.991806,0.496906012,0.136380002,1.7129811,19.2850456,0.007429,-2.5036952879049075,0.025018,3.335796858603272,0.13638,0.076861,HATLAS J143158.0+002948,-,,0.0,0.0
G15.DR1.10170,214.236298,-0.462083995,0.129150003,1.62992728,8.6314497,0.02621603,0.8044094556781107,0.02626418,1.1303936962145928,0.12915,0.038419,HATLAS J141656.7-002743,-,,0.0,0.0
G15.DR1.101706,215.467682,0.724663973,5.11794233,12.5445566,30750.3438,0.04404736,1.585881694116397,0.01546856,0.6094122039224021,-99.0,0.018989,HATLAS J142152.2+004328,-,,0.0,0.0
G15.DR1.10171,213.078445,0.231334999,2.51080894,11.043088,5337.78125,0.039082,2.5696616147628233,0.048308,-0.04644107650854893,-99.0,0.047559,HATLAS J141218.8+001352,-,,0.0,0.0
G15.DR1.10172,218.757401,1.34122002,0.347539008,3.82075906,73.0901031,0.008792,0.26660579803358386,0.029406,1.4889294679776108,-99.0,0.04853,HATLAS J143501.7+012028,-,,0.0,0.0
G15.DR1.10173,221.358734,0.696828008,1.76478004,9.93038464,2173.49634,0.024735,2.446509976852374,0.047801,0.03566001543175081,-99.0,0.048378,HATLAS J144526.0+004148,-,,0.0,0.0
G15.DR1.10174,216.636536,0.0198449995,0.823356569,6.95580578,390.437988,0.011618,0.8059049987306897,0.03252,1.1293966675128735,-99.0,0.047554,HATLAS J142632.7+000111,-,,0.0,0.0
G15.DR1.10175,220.551651,1.02172101,0.702655971,6.31880856,225.276398,0.0183493,1.9712817907796392,0.03370492,0.3524788061469072,-99.0,0.037949,HATLAS J144212.3+010118,-,,0.0,0.0
G15.DR1.10176,221.709656,-0.712872982,0.444599986,4.61417341,112.190094,0.004355,-0.8681341190468292,0.021822,2.2454227460312195,0.4446,0.046453,HATLAS J144650.3-004246,-,,0.0,0.0
G15.DR1.101772,215.790741,1.30618405,3.45620012,11.837163,6132.64062,0.02319575,4.591896668545925,0.0324793,-1.3945977790306163,-99.0,0.020315,HATLAS J142309.7+011822,-,,0.0,0.0
G15.DR1.1018,213.629333,-0.511655986,0.137840003,1.72965753,25.9985886,0.025636,-0.3155082772223414,0.053835,1.8770055181482277,0.13784,0.101239,HATLAS J141431.0-003041,-,,0.0,0.0
G15.DR1.10180,213.70015,0.914981008,2.84429908,11.3776035,5967.87354,0.03426418,3.3406011763111927,0.04479978,-0.5604007842074619,-99.0,0.037101,HATLAS J141448.0+005453,-,,0.0,0.0
G15.DR1.10181,215.018417,-0.141167998,0.352505207,3.86374569,57.6705513,0.00556531,-0.3618875052296353,0.01961837,1.9079250034864235,-99.0,0.037279,HATLAS J142004.4-000828,-,,0.0,0.0
G15.DR1.10182,213.465866,0.105613001,0.137999997,1.73148286,12.6638403,0.004088,-4.966638176023663,0.009289,4.9777587840157755,0.138,0.049586,HATLAS J141351.8+000620,-,,0.0,0.0
G15.DR1.10183,220.88475,-0.396077007,0.433098048,4.5250988,83.778183,0.00515694,-0.03065043638522713,0.02056528,1.6871002909234847,-99.0,0.03628,HATLAS J144332.3-002345,-,,0.0,0.0
G15.DR1.10185,220.265594,-0.335698009,0.263870001,3.05403638,43.8814507,0.033452,1.729225352835627,0.041342,0.5138497647762487,-99.0,0.049145,HATLAS J144103.7-002008,-,,0.0,0.0
G15.DR1.10186,214.381042,0.787048995,0.261720002,3.03323102,32.9634628,0.00122612,-2.7477484502757594,0.01159192,3.4984989668505064,0.26172,0.037617,HATLAS J141731.4+004713,-,,0.0,0.0
G15.DR1.10188,219.541626,0.558062971,1.4492631,9.21414757,1315.745,0.019816,2.0087768799364656,0.041944,0.3274820800423563,-99.0,0.04683,HATLAS J143809.9+003329,-,,0.0,0.0
G15.DR1.10193,220.776962,1.22188699,0.975073934,7.64427376,430.238434,0.01433845,0.2881181254024803,0.02238494,1.4745879163983464,-99.0,0.036765,HATLAS J144306.4+011318,-,,0.0,0.0
G15.DR1.10196,219.050583,0.557802022,1.15945482,8.34433174,823.855408,0.018452,1.082487744789204,0.035268,0.9450081701405306,-99.0,0.04847,HATLAS J143612.1+003328,-,,0.0,0.0
G15.DR1.10198,216.895157,-0.0733160004,2.06505775,10.4555702,3204.58374,0.029837,3.0044938864274737,0.053908,-0.3363292576183159,-99.0,0.04814,HATLAS J142734.8-000423,-,,0.0,0.0
G15.DR1.102,213.681,-0.282169014,0.03847,0.51610744,9.03262615,0.074515,-0.6275160940792559,0.152849,2.0850107293861706,0.03847,0.308277,HATLAS J141443.4-001655,-,,0.0,0.0
G15.DR1.10200,214.70282,-0.817036986,1.83010423,10.0557957,1894.84033,0.02474088,1.1679514822112294,0.02861291,0.8880323451925137,-99.0,0.038577,HATLAS J141848.6-004901,-,,0.0,0.0
G15.DR1.10203,214.347733,-0.121971004,0.756205022,6.61220932,249.276779,0.02153855,0.9948831478866944,0.02573045,1.0034112347422037,-99.0,0.036064,HATLAS J141723.4-000719,-,,0.0,0.0
G15.DR1.102032,213.463974,0.893747985,5.26625252,12.585721,27963.0449,0.03808337,3.0443623378734532,0.01677415,-0.36290822524896893,-99.0,0.014846,HATLAS J141351.3+005337,-,,0.0,0.0
G15.DR1.10204,217.240738,1.11754894,2.60620904,11.1464605,4547.22754,0.03155798,2.476609169129851,0.03634878,0.015593887246766141,-99.0,0.03654,HATLAS J142857.7+010703,-,,0.0,0.0
G15.DR1.10205,216.53804,1.27212906,1.6527108,9.69835377,1445.64478,0.0187445,2.1778899100863143,0.03509443,0.21474005994245732,-99.0,0.037724,HATLAS J142609.1+011619,-,,0.0,0.0
